ЧЛВК_ИД,ТИП_ВОИНА,ПРЕДВОДИТЕЛЬ_ИД,ЗДОРОВЬЕ,БРОНЯ,ОРУЖИЕ
43627,GoldGolem,55749,84,10,77
43634,AirElemental,52077,28,6,97
43635,FaerieDragon,74810,39,17,25
43636,FireElemental,10646,72,38,27
43642,IronGolem,27061,95,80,30
43657,Sprite,76525,64,74,33
43658,Enchanter,5012,55,21,2
43663,Lizardman,3067,13,13,51
43667,Devil,78919,26,7,64
43669,OgreMage,67906,40,82,37
43676,Minotaur,11889,33,23,45
43677,Cavalier,83382,61,64,53
43680,EfreetSultan,31676,9,92,37
43693,Champion,99871,50,99,61
43695,GreaterBasilisk,68396,63,77,10
43696,Vampire,7563,52,74,43
43697,DragonFly,62016,83,98,10
43709,LizardWarrior,19887,76,27,57
43731,Pikeman,10985,78,99,41
43742,MinotaurKing,13624,9,68,9
43744,RoyalGriffin,64318,87,4,21
43747,VampireLord,97748,56,43,64
43753,Gorgon,70017,57,79,81
43775,ArchMage,46127,57,27,69
43778,Hobgoblin,98544,88,60,68
43785,Mummy,66907,45,66,35
43801,GnollMarauder,19085,17,92,76
43804,Unicorn,45894,29,89,42
43810,BlackDragon,78932,2,17,16
43815,PowerLich,61143,78,92,16
43819,Minotaur,96841,41,91,49
43821,Archangel,43202,7,9,54
43825,Behemoth,32076,72,84,66
43827,Troll,11213,64,65,79
43828,BoneDragon,36611,72,50,81
43835,Genie,71074,66,40,81
43839,SilverPegasus,17921,23,8,52
43841,RustDragon,61005,12,62,43
43849,Demon,34542,91,14,41
43867,Vampire,7887,79,27,56
43887,GreenDragon,90572,95,61,92
43888,Giant,60956,84,40,87
43893,BlackDragon,36614,32,14,35
43894,GhostDragon,58798,32,9,90
43900,HellHound,88778,69,77,59
43902,OrcChieftain,17845,11,3,86
43903,Thunderbird,53649,86,52,43
43908,Naga,60984,87,42,28
43912,WaterElemental,50239,84,98,2
43914,Wyvern,17480,51,42,73
43917,Orc,43916,67,15,95
43922,Pegasus,32668,44,91,78
43923,GreaterBasilisk,95944,91,20,7
43928,SerpentFly,47342,31,62,22
43933,IronGolem,85053,52,3,24
43942,ArchDevil,90526,77,74,3
43944,Mage,4825,72,16,43
43949,OrcChieftain,95039,89,98,90
43955,Medusa,66322,58,33,60
43962,Sprite,88287,62,29,49
43964,Hydra,58389,59,23,35
43965,ArchMage,28496,6,58,36
43971,SerpentFly,48919,55,37,37
43973,Troll,82975,62,56,63
43979,BattleDwarf,25180,73,97,14
43990,CrystalDragon,66885,15,62,90
43998,Griffin,26401,29,92,19
44010,EfreetSultan,91083,1,70,92
44018,ArchDevil,90202,73,22,59
44023,Naga,40446,54,13,23
44026,Scorpicore,95226,17,79,68
44031,Mage,71218,9,68,27
44032,Mummy,3827,36,51,29
44041,Basilisk,30220,53,22,67
44044,ChaosHydra,68408,15,67,29
44049,Orc,42212,45,49,37
44054,MasterGenie,81994,76,14,25
44083,Pikeman,65824,22,80,29
44087,Devil,17008,37,58,52
44090,GoldDragon,14854,53,22,72
44094,Zealot,53064,96,7,93
44101,Wraith,64822,29,26,29
44104,GreaterBasilisk,85090,9,5,55
44106,Dwarf,80334,57,74,58
44109,GreaterBasilisk,70205,27,62,76
44114,Demon,33755,97,40,48
44144,HarpyHag,4031,43,68,87
44182,Naga,42213,85,85,56
44186,Mummy,4531,100,85,47
44188,EarthElemental,75791,88,75,28
44189,Unicorn,75317,15,72,22
44210,DragonFly,56721,34,25,46
44215,Zealot,67778,46,2,43
44217,GreenDragon,57529,79,25,11
44242,Wight,87919,62,17,52
44245,Wyvern,67268,95,54,56
44266,Angel,60936,36,81,89
44271,Troll,52211,45,61,1
44273,GoldDragon,22775,38,40,77
44274,Hobgoblin,91476,59,11,90
44281,Crusader,44370,16,30,75
44303,Goblin,99997,45,92,92
44310,Griffin,21265,10,97,76
44313,Thunderbird,91386,97,97,68
44324,IceElemental,51835,18,4,61
44328,Monk,35260,95,97,74
44339,Hobgoblin,80571,8,28,11
44341,Peasant,73768,91,75,95
44346,Gnoll,96781,30,65,10
44349,Pixie,72306,96,54,2
44355,Devil,47707,27,57,59
44359,ArchDevil,65107,23,36,96
44366,StoneGolem,56654,40,74,60
44373,Scorpicore,4717,10,53,11
44378,Wight,24934,42,3,24
44386,GoldGolem,35030,43,71,92
44389,BlackKnight,59660,31,48,91
44390,VampireLord,98403,82,56,52
44394,StoneGargoyle,45713,77,36,88
44395,RustDragon,32076,50,43,61
44401,Gog,88629,38,1,15
44403,Giant,2822,52,98,57
44404,AzureDragon,38433,22,14,64
44405,Titan,89365,49,76,72
44406,Pegasus,35739,71,53,26
44408,StoneGolem,73050,79,1,14
44412,Titan,33374,44,7,34
44413,Cerberus,19226,21,55,78
44431,Zombie,13749,100,89,65
44434,Wraith,54891,15,41,72
44436,EarthElemental,84607,2,79,1
44439,Crusader,73085,20,58,29
44441,Goblin,29986,73,39,91
44442,ChaosHydra,57197,55,9,5
44443,Archer,92117,55,28,68
44453,GreenDragon,77583,23,7,25
44454,FireElemental,34690,61,17,93
44458,DendroidGuard,55234,2,60,8
44463,Peasant,34173,87,5,78
44465,AirElemental,49626,6,84,74
44471,RedDragon,51305,74,1,34
44473,Medusa,45009,66,50,13
44476,InfernalTroglodyte,67635,41,64,7
44482,Pegasus,14370,68,39,57
44485,Phoenix,83959,64,10,6
44492,Zombie,29362,31,35,55
44495,Gremlin,53628,88,95,9
44496,MagmaElemental,46004,85,53,81
44499,GreenDragon,51808,26,60,63
44503,Giant,42138,30,69,78
44506,Behemoth,22794,82,78,99
44522,MasterGremlin,37556,100,97,78
44527,DendroidGuard,97592,60,59,71
44545,Efreet,36904,52,41,77
44549,Mage,73907,34,53,54
44551,Troglodyte,98824,22,69,71
44556,MasterGenie,72368,22,18,92
44560,Champion,77048,41,47,15
44562,Titan,33268,92,77,84
44567,Gremlin,60183,80,72,12
44570,NagaQueen,99467,57,6,71
44573,StoneGolem,19618,56,77,78
44579,Hobgoblin,29710,52,79,44
44582,Harpy,97538,89,84,54
44597,Cyclops,25082,92,2,4
44600,Sprite,13694,21,58,10
44604,Orc,208,77,27,90
44605,PsychicElemental,48448,22,69,18
44610,StoneGolem,47487,38,23,22
44611,Zealot,19104,73,42,87
44618,Troglodyte,87204,73,82,8
44621,MightyGorgon,22888,18,12,49
44622,Rogue,6836,77,47,18
44623,StoneGargoyle,21448,90,47,9
44629,BoneDragon,92408,78,64,65
44632,RedDragon,91811,55,90,11
44633,Hobgoblin,68720,16,87,7
44635,Lich,91130,35,34,80
44636,Lizardman,90479,96,34,24
44637,LizardWarrior,27043,92,25,12
44654,Cerberus,26266,18,35,40
44658,Manticore,92057,16,20,70
44662,BlackDragon,3944,17,98,44
44667,WaterElemental,13476,100,3,11
44672,ArchMage,82322,42,24,79
44681,CrystalDragon,46567,1,74,16
44684,EnergyElemental,11091,26,86,71
44696,Mage,64698,52,61,57
44699,GhostDragon,48172,93,94,95
44712,Cyclops,78004,33,60,30
44720,WalkingDead,17766,22,81,10
44725,DragonFly,84935,81,49,59
44726,Dwarf,15120,46,40,58
44729,Marksman,282,12,60,95
44732,Phoenix,99688,39,91,89
44735,Mage,17009,11,75,58
44736,EvilEye,13835,12,26,83
44738,Champion,61739,24,38,47
44743,GreenDragon,77443,12,50,67
44750,Lich,35504,4,44,70
44758,HellHound,65374,79,98,20
44764,SerpentFly,32063,20,40,4
44773,GreenDragon,27904,100,29,100
44778,EfreetSultan,15532,38,86,20
44781,Archangel,71459,13,21,35
44783,Wyvern,4487,73,96,33
44785,Manticore,16604,42,87,8
44787,VampireLord,9739,34,66,96
44788,HornedDemon,92319,60,22,37
44790,Demon,77592,51,76,57
44810,Archer,84935,58,54,100
44812,Scorpicore,85837,25,89,63
44815,Mummy,5865,36,85,65
44826,Efreet,12922,80,15,3
44827,HornedDemon,89037,70,11,17
44831,MasterGremlin,67268,13,68,33
44834,Scorpicore,47273,60,31,99
44851,SilverPegasus,72805,37,62,78
44864,RedDragon,98128,70,63,98
44872,MagmaElemental,11964,44,40,88
44876,Gog,42989,92,31,28
44879,WaterElemental,49241,44,77,26
44881,Archangel,13128,71,96,9
44882,GreenDragon,76731,55,95,63
44884,Zombie,82593,40,76,16
44895,WarUnicorn,5521,47,26,71
44897,Halfling,28496,100,18,45
44899,OgreMage,34370,12,40,13
44901,Wraith,22384,8,64,34
44903,Archangel,77309,6,77,77
44904,CrystalDragon,45456,76,89,59
44917,ObsidianGargoyle,83640,23,92,98
44924,Scorpicore,58225,7,46,78
44931,Naga,26229,55,2,74
44933,Crusader,26809,12,95,60
44934,CyclopsKing,32202,44,98,53
44936,GoldDragon,8287,34,91,61
44949,Lizardman,78005,85,73,76
44956,MasterGremlin,41601,46,27,6
44965,PowerLich,44175,54,3,59
44966,RustDragon,52740,58,59,5
44967,Dwarf,90025,18,67,50
44985,WoodElf,52761,50,38,82
44990,Mage,48960,56,42,59
44991,GnollMarauder,98403,92,21,27
44997,HellHound,25315,45,53,57
45003,GreaterBasilisk,46788,54,15,100
45012,Medusa,16992,79,58,6
45015,FaerieDragon,15506,80,59,35
45029,BlackKnight,97044,88,55,28
45055,Naga,85243,50,86,9
45057,Unicorn,33974,6,92,58
45069,Pikeman,24543,20,40,30
45080,Ogre,50997,27,51,95
45084,Efreet,71522,14,51,48
45085,Lich,33976,51,73,81
45097,VampireLord,97631,22,6,92
45099,Harpy,49362,77,56,57
45112,Medusa,35890,2,67,39
45114,ChaosHydra,71581,7,60,2
45119,CentaurCaptain,44175,99,1,85
45133,Wight,9712,87,20,55
45134,Sprite,87788,45,40,44
45135,Efreet,10243,2,44,25
45143,GreaterBasilisk,60260,9,28,11
45167,Halberdier,46117,56,91,97
45168,OgreMage,61976,71,10,48
45172,Zealot,64927,61,22,58
45178,GhostDragon,16958,9,6,66
45181,Troglodyte,73440,16,31,7
45183,GoldGolem,90896,36,91,10
45185,Rogue,78467,2,14,38
45190,DreadKnight,78134,59,53,6
45191,Familiar,61950,89,14,37
45195,OgreMage,70685,36,11,28
45206,Centaur,37245,30,32,69
45208,CyclopsKing,80818,58,80,47
45210,FaerieDragon,40002,93,14,56
45213,MinotaurKing,33347,4,70,87
45214,Troll,34674,58,46,32
45231,Troll,65107,21,36,82
45239,RoyalGriffin,97093,65,44,10
45244,Halberdier,68798,9,61,78
45256,CrystalDragon,45893,68,41,16
45260,ChaosHydra,33421,95,74,12
45262,Troll,82437,55,29,60
45264,Hydra,63645,10,49,82
45265,Champion,44269,8,65,52
45267,Monk,70645,34,73,37
45270,Cavalier,28180,13,41,12
45277,RedDragon,70583,59,27,33
45291,DreadKnight,38540,72,42,50
45300,Enchanter,41605,18,33,8
45301,EfreetSultan,21623,41,1,51
45305,Sprite,20086,23,3,27
45308,SkeletonWarrior,26587,22,28,45
45312,DreadKnight,80858,13,93,34
45319,Roc,32053,16,78,27
45322,Wight,50350,24,79,34
45324,Cyclops,10017,64,41,81
45325,Naga,59321,45,20,97
45334,Gog,7424,92,66,48
45339,OgreMage,38678,64,32,73
45345,WyvernMonarch,15448,14,7,9
45351,GnollMarauder,92699,86,55,88
45357,Cavalier,34182,54,27,30
45359,Angel,99000,61,96,83
45374,Enchanter,15408,42,38,42
45375,Griffin,51251,65,62,43
45376,Troll,74759,28,52,23
45378,Nomad,99324,4,70,15
45380,Cavalier,46544,39,40,38
45386,EvilEye,86289,90,28,91
45390,Vampire,36019,49,67,38
45396,NagaQueen,90710,100,39,21
45401,Lizardman,44950,69,33,42
45403,Wraith,15406,10,82,43
45405,Behemoth,81183,85,82,48
45415,Devil,59420,10,61,55
45419,ObsidianGargoyle,76282,85,31,88
45421,Basilisk,95120,50,93,22
45426,Archer,57559,11,81,97
45439,IceElemental,40015,8,80,34
45447,BoneDragon,6642,86,15,23
45452,GreenDragon,71654,50,99,100
45458,Skeleton,61623,30,77,35
45475,GnollMarauder,1348,11,86,16
45481,Basilisk,80204,69,26,32
45482,BoneDragon,49361,67,97,75
45485,EfreetSultan,32741,94,85,10
45486,WyvernMonarch,13266,70,65,86
45495,DreadKnight,97056,87,88,92
45498,Naga,94698,20,89,24
45509,NagaQueen,97551,65,41,41
45515,ArchMage,95547,24,44,76
45517,PowerLich,76491,31,84,23
45527,Archangel,12829,91,13,62
45533,Orc,23377,50,41,8
45540,Sharpshooter,7378,9,35,71
45543,DreadKnight,60308,69,95,27
45549,StoneGolem,62994,100,19,3
45550,AzureDragon,89816,77,34,6
45556,Griffin,26133,99,16,96
45563,RoyalGriffin,41244,51,18,49
45564,Wyvern,42192,74,43,84
45572,StoneGolem,96048,84,29,78
45576,Skeleton,68697,3,7,33
45581,Wight,75648,62,78,87
45585,VampireLord,91302,18,72,56
45592,Sprite,70800,78,40,94
45593,Mage,50817,17,83,59
45594,GhostDragon,4978,26,11,48
45596,StoneGolem,56863,82,31,51
45607,Skeleton,18228,4,63,50
45608,ChaosHydra,78721,97,71,63
45621,Imp,54703,70,80,66
45623,Pixie,25128,9,6,8
45628,StoneGolem,43851,24,45,69
45635,Halberdier,34319,58,76,61
45636,Lizardman,17150,56,97,31
45638,DiamondGolem,24637,85,55,23
45644,InfernalTroglodyte,32500,39,8,61
45651,MightyGorgon,95887,18,73,86
45653,Roc,8354,42,32,54
45660,MasterGremlin,70145,100,78,64
45662,WalkingDead,44806,46,63,50
45677,CyclopsKing,5301,43,10,73
45681,Cavalier,66168,18,62,62
45685,WolfRaider,57870,20,63,62
45690,Archangel,41965,92,54,4
45711,Swordsman,76142,39,90,44
45715,PowerLich,30639,35,98,69
45727,Hydra,88527,97,31,48
45738,IronGolem,86724,74,44,50
45744,FireElemental,15312,28,42,8
45751,Monk,70335,50,41,49
45757,Angel,19461,91,35,5
45758,PitLord,426,74,45,54
45759,MasterGenie,41324,62,11,54
45770,BlackDragon,45612,41,79,57
45775,FireElemental,9917,82,4,82
45785,DiamondGolem,65304,25,6,60
45792,Cyclops,91386,89,29,30
45796,WoodElf,73299,84,65,74
45799,OrcChieftain,24423,37,75,90
45800,DendroidGuard,98186,33,79,28
45801,Champion,23515,33,92,22
45802,GoldDragon,66250,50,23,95
45806,Hobgoblin,8780,15,58,93
45812,GoldDragon,37274,60,19,59
45814,Gremlin,21103,11,12,83
45815,Troglodyte,61795,28,90,48
45819,BlackDragon,43291,68,24,94
45828,Cyclops,94643,28,91,52
45836,Hobgoblin,50316,93,48,84
45837,EfreetSultan,66858,92,42,9
45848,Familiar,15932,56,33,14
45851,Sprite,47495,66,64,42
45856,Behemoth,82945,25,98,18
45862,Zombie,21073,60,53,16
45865,Rogue,45670,85,33,87
45871,Gorgon,46788,72,69,71
45872,Magog,89323,46,99,89
45884,Halberdier,49161,72,25,34
45887,Wraith,3122,77,21,86
45905,ObsidianGargoyle,54469,40,57,21
45911,Basilisk,34555,36,78,42
45913,Gnoll,47495,52,60,47
45916,Troglodyte,76586,20,80,58
45917,FaerieDragon,38465,53,69,58
45930,ArchMage,51380,75,59,61
45931,PowerLich,31101,23,60,96
45936,OrcChieftain,2871,17,6,90
45940,HarpyHag,39873,15,100,15
45950,GnollMarauder,66266,24,97,68
45952,Hydra,82987,76,3,59
45957,Cavalier,19738,79,15,52
45966,RoyalGriffin,24374,19,95,95
45972,DragonFly,6636,8,69,58
45974,Beholder,53707,83,62,84
45984,Peasant,45009,35,96,56
45987,WolfRider,32289,50,94,40
45990,EnergyElemental,50023,59,53,59
45998,Beholder,73389,61,64,93
46007,Monk,5572,68,46,45
46019,Thunderbird,85837,32,18,15
46020,Angel,40951,18,57,30
46026,Genie,48865,41,58,34
46029,Ogre,54365,98,3,68
46038,Zealot,68498,15,51,73
46040,PitFiend,22477,59,15,93
46041,CrystalDragon,55774,77,99,86
46046,MagmaElemental,27284,97,75,6
46062,EfreetSultan,76533,48,53,58
46064,ChaosHydra,37711,76,65,70
46085,Ogre,43711,61,28,22
46097,EvilEye,21852,79,30,97
46098,CyclopsKing,38602,4,87,88
46108,Archangel,38740,54,57,54
46109,EnergyElemental,73656,48,97,96
46113,IronGolem,19572,28,80,26
46130,SkeletonWarrior,9786,79,29,11
46138,OrcChieftain,56541,80,60,99
46148,Lich,77054,45,44,32
46150,StoneGolem,3178,45,94,41
46151,Sprite,14108,27,43,79
46152,Halberdier,85867,79,11,15
46155,Swordsman,90054,14,41,64
46163,Rogue,2248,93,6,82
46168,Gog,16009,35,68,64
46175,Swordsman,47730,46,26,93
46176,EarthElemental,83623,28,20,91
46178,CentaurCaptain,88664,42,69,3
46179,Enchanter,51251,52,33,69
46181,Griffin,29231,65,99,31
46197,FireElemental,64608,20,13,31
46202,SkeletonWarrior,5550,97,9,12
46215,Genie,60897,80,50,80
46223,WolfRaider,86095,84,72,82
46228,RoyalGriffin,94843,62,85,80
46232,Zealot,57654,32,15,46
46250,Rogue,98154,38,50,4
46262,Familiar,40810,28,3,43
46263,WoodElf,5501,11,62,58
46265,Titan,6849,25,55,89
46266,StormElemental,79469,25,61,6
46268,Gremlin,46092,27,37,34
46270,PowerLich,14797,56,56,67
46273,Efreet,86468,99,16,6
46275,PsychicElemental,7789,64,27,93
46278,WaterElemental,60623,92,54,54
46279,CyclopsKing,28561,96,8,20
46282,GoldGolem,53268,40,25,22
46284,StoneGargoyle,19887,69,27,21
46294,Monk,64701,64,24,27
46295,AncientBehemoth,20076,21,2,93
46299,Gnoll,87565,18,43,94
46316,AirElemental,49648,10,79,50
46342,Roc,41367,83,35,53
46345,Hydra,17896,87,6,76
46349,DreadKnight,3308,71,98,17
46356,InfernalTroglodyte,2077,41,39,86
46364,WyvernMonarch,15162,75,49,42
46377,Familiar,79888,41,13,7
46382,Thunderbird,25649,67,7,59
46390,Swordsman,12540,59,21,36
46391,HornedDemon,12022,80,14,12
46403,Efreet,29424,97,77,31
46404,Marksman,24999,87,45,16
46412,Cyclops,20166,56,16,80
46413,Troglodyte,62805,96,92,46
46414,Wraith,69007,44,9,74
46415,RoyalGriffin,87109,82,12,47
46418,BlackDragon,7041,84,34,57
46420,OgreMage,15256,13,84,41
46432,GnollMarauder,58658,63,89,22
46436,Basilisk,60002,80,52,37
46439,Firebird,43323,100,35,69
46444,EnergyElemental,92857,77,44,66
46448,Thunderbird,35825,31,63,8
46454,VampireLord,27796,19,75,1
46457,Sharpshooter,77553,81,45,49
46461,Halberdier,61182,34,2,13
46462,Efreet,92004,54,18,86
46467,ArchMage,40657,1,93,52
46470,Cyclops,57850,86,58,82
46475,Lizardman,29688,82,38,31
46479,Lich,32834,84,21,62
46480,Lizardman,46164,88,14,70
46485,SilverPegasus,95372,81,62,18
46487,EarthElemental,83256,42,58,37
46492,GreenDragon,42476,87,73,45
46493,Sprite,64296,1,54,24
46503,StoneGolem,9312,8,59,90
46508,GhostDragon,64125,40,3,49
46513,Sprite,19772,49,66,31
46523,GoldDragon,38044,34,21,79
46525,Troglodyte,10469,11,8,59
46528,BattleDwarf,77343,37,73,16
46529,AzureDragon,4586,50,26,35
46536,Halberdier,44747,45,40,56
46541,SerpentFly,86471,69,34,40
46570,PitLord,27133,60,62,25
46572,Enchanter,37346,96,49,82
46580,GreaterBasilisk,3178,44,72,46
46592,EfreetSultan,97033,45,67,48
46594,GrandElf,78265,73,13,26
46603,Enchanter,34410,58,32,23
46606,CrystalDragon,55501,92,52,82
46610,Halberdier,53096,33,32,23
46623,DreadKnight,37484,4,63,78
46625,GreenDragon,66786,100,61,52
46626,IronGolem,42527,71,40,58
46628,Demon,96368,83,12,87
46631,Swordsman,62515,2,95,11
46632,AzureDragon,34568,17,13,3
46633,Monk,36447,40,41,92
46635,Manticore,10724,95,76,17
46639,BattleDwarf,56626,31,6,53
46664,MasterGremlin,55261,49,1,30
46675,RoyalGriffin,75375,35,26,71
46677,Halberdier,74906,87,74,6
46680,Magog,60308,48,29,88
46684,CrystalDragon,14982,31,32,42
46690,Scorpicore,79253,79,96,1
46693,GreaterBasilisk,8328,71,44,3
46698,Magog,12009,98,9,21
46710,Boar,33179,32,6,62
46718,CentaurCaptain,48250,37,51,34
46721,SerpentFly,51539,75,47,35
46730,StormElemental,76605,36,82,87
46733,OgreMage,22503,79,9,74
46755,Titan,61315,71,81,60
46759,Swordsman,83781,48,80,10
46762,PitLord,58787,80,97,73
46772,DragonFly,52255,96,26,74
46774,Magog,91309,15,48,83
46787,SilverPegasus,58280,5,66,78
46790,Gorgon,92259,27,26,64
46796,Wyvern,32834,34,39,1
46797,GoldDragon,64877,42,36,45
46798,AirElemental,30353,87,1,97
46800,Zealot,21790,87,76,48
46802,Lizardman,52263,44,53,67
46804,LizardWarrior,30331,60,57,85
46809,EfreetSultan,4587,8,52,87
46811,Imp,19544,17,19,71
46821,LizardWarrior,99331,29,66,91
46822,EnergyElemental,33725,37,81,95
46828,Familiar,68613,71,83,53
46832,Unicorn,42315,96,41,45
46835,PsychicElemental,8793,81,60,86
46836,AirElemental,56350,36,11,59
46839,CrystalDragon,82082,10,99,56
46846,Wyvern,36586,48,32,90
46855,Familiar,79827,51,49,90
46858,BlackDragon,22939,52,91,97
46861,Nomad,61736,88,28,87
46863,MagmaElemental,49881,74,73,39
46867,Halfling,34542,48,33,5
46879,Cerberus,41934,3,60,72
46884,Hydra,3177,49,41,58
46899,Mage,87622,29,74,97
46902,WolfRider,61280,21,51,66
46905,Griffin,32687,9,21,57
46913,OgreMage,46544,60,18,4
46921,Scorpicore,75503,30,4,65
46929,EnergyElemental,5354,16,37,1
46931,Cerberus,70827,43,57,86
46942,Wight,4244,95,76,91
46956,HellHound,90296,31,11,81
46969,Naga,96509,88,66,88
46979,ObsidianGargoyle,70800,71,2,48
46980,Archer,59571,64,49,21
46989,Devil,91677,97,31,15
46991,Ogre,96709,90,67,2
46999,Phoenix,36464,86,93,36
47001,OgreMage,15117,52,33,51
47004,Crusader,54980,92,37,14
47005,Goblin,62690,96,30,26
47014,BoneDragon,77538,31,67,24
47022,MagicElemental,94034,21,68,39
47036,LizardWarrior,56543,14,23,82
47037,AirElemental,64287,33,21,96
47047,Wraith,7218,63,37,11
47049,FireElemental,63250,8,88,66
47051,RustDragon,28133,61,87,100
47054,WyvernMonarch,68659,69,27,16
47057,Firebird,12411,27,44,32
47059,StoneGolem,8692,77,75,59
47065,BlackDragon,92097,8,32,10
47074,Lizardman,86866,98,84,4
47077,SerpentFly,93091,71,41,7
47087,Griffin,50713,38,93,82
47090,GoldGolem,42588,88,72,13
47095,GreaterBasilisk,443,20,63,31
47100,Genie,99294,20,79,69
47101,PowerLich,18521,45,29,74
47102,GoldDragon,32548,52,99,24
47106,WaterElemental,24859,83,90,52
47107,Troll,64927,98,26,82
47115,Dwarf,24898,96,99,72
47121,StoneGolem,26081,85,6,36
47122,Familiar,23441,45,1,25
47128,HornedDemon,93471,29,60,25
47132,GoldDragon,34435,57,58,13
47136,RustDragon,46397,25,47,88
47137,Devil,78298,4,18,11
47141,Wraith,58254,43,78,25
47155,Demon,93602,66,63,87
47157,Gremlin,19214,75,7,55
47159,Halberdier,44168,83,77,66
47164,GoldGolem,44714,60,53,46
47171,StoneGargoyle,24527,51,80,68
47172,GoldGolem,9092,82,92,21
47187,BattleDwarf,38332,57,64,32
47198,MightyGorgon,39249,85,1,3
47202,Cerberus,26536,4,18,54
47213,DendroidSoldier,21,53,75,36
47215,RustDragon,95039,41,4,83
47221,EnergyElemental,32783,27,77,64
47224,Basilisk,20633,22,93,21
47245,IceElemental,99331,41,23,3
47249,Wyvern,36669,8,30,18
47270,ObsidianGargoyle,80575,37,40,34
47287,DiamondGolem,48475,11,67,67
47288,Mage,48781,75,50,97
47298,Thunderbird,68204,22,16,76
47299,Peasant,25617,5,51,46
47303,Mage,6770,42,69,14
47309,Naga,36070,21,1,3
47316,Demon,44707,52,23,5
47317,Gnoll,67906,31,83,50
47320,Zealot,40071,1,35,86
47322,Mage,35739,61,55,70
47332,Lich,93752,38,17,81
47338,Devil,79176,56,32,1
47348,WalkingDead,57346,37,69,21
47363,RustDragon,19643,74,31,94
47374,Unicorn,26771,21,2,95
47377,AirElemental,26308,83,65,52
47388,ArchMage,35857,100,78,89
47391,Pikeman,77845,23,65,11
47405,WoodElf,863,81,75,69
47414,GoldDragon,58257,33,84,41
47417,Cyclops,50627,89,23,66
47420,StoneGargoyle,8093,80,90,10
47424,HarpyHag,35793,30,82,56
47425,BoneDragon,44081,42,25,53
47431,Halberdier,40947,20,12,11
47439,Angel,59328,68,22,20
47448,Firebird,71479,58,90,28
47451,Cyclops,39904,33,83,88
47455,GrandElf,36430,60,80,81
47457,HornedDemon,93965,80,57,64
47464,WalkingDead,36611,58,82,75
47485,Halfling,82757,33,59,85
47489,DreadKnight,38976,38,21,7
47504,Thunderbird,49698,8,88,30
47505,Zealot,61254,4,70,36
47509,Manticore,12879,8,7,9
47510,Monk,76505,92,5,17
47515,Behemoth,42126,66,27,63
47517,NagaQueen,30864,81,71,52
47527,EarthElemental,30183,81,75,68
47528,OgreMage,68336,100,33,45
47529,MightyGorgon,28947,88,66,63
47532,MightyGorgon,14792,82,51,29
47537,Dwarf,94888,79,55,16
47541,Troglodyte,33489,64,96,8
47547,RustDragon,2822,46,74,2
47556,GoldGolem,89521,53,89,11
47564,OgreMage,55676,80,2,81
47565,Angel,17157,96,24,31
47569,PsychicElemental,96695,69,21,32
47572,BlackDragon,13683,24,12,32
47573,Sprite,35857,81,70,51
47575,Titan,48849,13,57,30
47577,IronGolem,44607,57,70,66
47582,Rogue,97791,71,89,84
47589,Troglodyte,56170,51,42,67
47591,PitFiend,71788,74,82,9
47597,GnollMarauder,77451,17,17,5
47605,Wyvern,17535,61,30,80
47618,Pixie,12341,47,88,31
47620,AncientBehemoth,85687,37,2,26
47621,EnergyElemental,3853,89,67,74
47622,Basilisk,76095,97,46,66
47624,Unicorn,15448,23,14,67
47625,StoneGolem,83737,89,37,70
47640,EarthElemental,10727,18,73,63
47641,Mage,6903,14,3,34
47652,PsychicElemental,85444,100,68,34
47659,Pegasus,91831,22,4,77
47660,Orc,51333,71,59,2
47661,MinotaurKing,71582,26,79,38
47673,Cyclops,55234,40,61,60
47680,Cyclops,45737,21,89,48
47690,Sharpshooter,93518,62,25,32
47703,Cyclops,20688,31,49,49
47715,Champion,86130,55,42,97
47741,Cavalier,91390,2,93,52
47753,Scorpicore,2590,33,80,12
47757,BlackDragon,48373,16,84,70
47763,Pixie,16394,40,48,70
47769,Gremlin,65304,49,93,59
47774,InfernalTroglodyte,6164,78,24,19
47778,Unicorn,87094,72,95,22
47782,GnollMarauder,9750,67,47,50
47789,Nomad,80071,97,98,58
47790,WoodElf,2018,38,75,86
47797,FireElemental,47714,12,49,68
47800,Swordsman,58191,24,63,45
47816,Scorpicore,81634,69,37,43
47822,Minotaur,25053,33,91,79
47823,IronGolem,4830,69,73,94
47830,Genie,33655,15,47,13
47832,RoyalGriffin,21956,49,99,9
47841,Genie,78953,16,59,95
47842,Orc,65546,80,65,88
47850,PsychicElemental,18156,24,74,69
47880,Manticore,41511,75,87,9
47882,Harpy,39349,71,19,54
47919,DragonFly,23014,70,25,63
47927,InfernalTroglodyte,95748,72,24,83
47928,Hydra,11469,7,34,24
47938,BoneDragon,43795,32,90,83
47943,IceElemental,27721,49,9,81
47944,Cerberus,32842,19,21,89
47952,WarUnicorn,25082,62,27,62
47964,Orc,57624,54,86,11
47966,GreenDragon,70096,70,29,31
47969,AzureDragon,24100,74,28,65
47972,BlackKnight,25961,20,82,27
47973,DreadKnight,37632,44,61,82
47975,Nomad,81708,80,4,75
47988,BattleDwarf,67102,65,63,94
47991,Behemoth,64878,62,43,1
47992,GoldGolem,50062,67,85,72
47994,Halfling,18955,92,68,66
47999,Cyclops,83810,43,52,44
48006,Minotaur,40457,19,43,7
48009,PowerLich,9667,26,96,30
48011,Dwarf,20958,12,21,41
