ИД,Страна,Город,Широта,Долгота
9575,JP,Tokyo, 35.30889, 139.55028
9576,RU,Moscow, 54.39304, 53.26023
9577,MX,Mexico_City, 20.21322, -100.88023
9578,TZ,Dar_es_Salaam, -10.33333, 39.28333
9579,IN,Kolkata, 15.5439, 73.7553
9580,IN,Kolkata, 23.18, 88.58
9581,NL,Amsterdam, 51.955, 5.22778
9582,KZ,Qyzylorda, 44.85278, 65.50917
9583,RU,Moscow, 42.819, 47.1192
9584,MX,Mexico_City, 20.22816, -103.5687
9585,MD,Chisinau, 48.15659, 28.28489
9586,RU,Vladivostok, 45.47885, 133.42825
9587,DE,Berlin, 48.07667, 8.64409
9588,TH,Bangkok, 14.37395, 100.48528
9589,US,New_York, 43.1009, -75.23266
9590,RU,Yekaterinburg, 56.11281, 69.49015
9591,PH,Manila, 6.33444, 124.95278
9592,MQ,Martinique, 14.67751, -60.94228
9593,US,Indiana, 41.75338, -86.11084
9594,US,New_York, 37.52487, -77.55777
9595,GB,London, 53.81667, -3.05
9596,JP,Tokyo, 37.56667, 140.11667
9597,KZ,Aqtobe, 47.83333, 59.6
9598,US,Chicago, 41.80753, -87.65644
9599,CG,Brazzaville, -4.26613, 15.28318
9600,US,New_York, 41.50343, -74.01042
9601,ID,Makassar, -3.5403, 118.9707
9602,ID,Jakarta, -7.81667, 112.01667
9603,US,Los_Angeles, 46.32374, -120.00865
9604,US,New_York, 27.71809, -82.35176
9605,PK,Karachi, 32.57756, 71.52847
9606,ZA,Johannesburg, -27.76952, 30.79165
9607,DE,Berlin, 52.86147, 9.5926
9608,BR,Sao_Paulo, -19.32556, -41.25528
9609,IN,Kolkata, 12.95629, 78.27539
9610,GT,Guatemala, 14.93333, -91.11667
9611,US,New_York, 26.68451, -80.66756
9612,PK,Karachi, 32.57756, 71.52847
9613,MX,Mexico_City, 19.8173, -97.35992
9614,IN,Kolkata, 26.11527, 86.59509
9615,US,New_York, 40.82232, -74.15987
9616,GB,London, 52.68333, 0.93333
9617,RU,Yekaterinburg, 51.78771, 56.36091
9618,DE,Berlin, 51.20219, 7.36027
9619,IN,Kolkata, 12.1277, 78.15794
9620,IN,Kolkata, 21.59983, 71.21169
9621,TR,Istanbul, 39.59611, 27.02444
9622,US,Chicago, 45.16024, -93.08883
9623,DE,Berlin, 52.4581, 13.28702
9624,JP,Tokyo, 34.81667, 137.4
9625,DE,Berlin, 50.23805, 8.86704
9626,ID,Jakarta, -7.51611, 109.05389
9627,RU,Moscow, 55.85, 37.56667
9628,BR,Sao_Paulo, -19.32556, -41.25528
9629,CN,Shanghai, 30.35028, 112.19028
9630,CU,Havana, 23.15678, -81.24441
9631,ES,Madrid, 37.13548, -3.67029
9632,US,Chicago, 35.25064, -91.73625
9633,RU,Irkutsk, 51.82721, 107.60627
9634,DE,Berlin, 51.08468, 7.11393
9635,RU,Moscow, 53.93361, 37.92792
9636,CN,Shanghai, 32.50611, 120.14278
9637,US,Los_Angeles, 34.95303, -120.43572
9638,DE,Berlin, 51.88333, 8.51667
9639,US,Chicago, 47.92526, -97.03285
9640,AT,Vienna, 47.05, 15.46667
9641,US,Chicago, 30.5427, -97.54667
9642,IT,Rome, 45.39402, 9.29109
9643,US,Los_Angeles, 47.38093, -122.23484
9644,NG,Lagos, 10.61285, 12.19458
9645,GE,Tbilisi, 41.82143, 41.77921
9646,PH,Manila, 10.7375, 122.9666
9647,US,Los_Angeles, 47.4943, -122.24092
9648,CN,Shanghai, 37.65181, 120.33063
9649,PH,Manila, 10.20898, 123.758
9650,US,Los_Angeles, 46.32374, -120.00865
9651,ES,Madrid, 37.49073, -2.77259
9652,BR,Maceio, -10.91722, -37.65
9653,UA,Kiev, 49.07866, 30.96755
9654,PH,Manila, 10.31672, 123.89071
9655,FR,Paris, 43.32393, 5.4584
9656,GB,London, 52.68333, 0.93333
9657,FR,Paris, 41.91886, 8.73812
9658,US,New_York, 40.64621, -73.97069
9659,IN,Kolkata, 23.49668, 86.68363
9660,US,Chicago, 39.09112, -94.41551
9661,IT,Rome, 44.59445, 11.04979
9662,RU,Moscow, 64.5635, 39.8302
9663,KZ,Aqtobe, 47.83333, 59.6
9664,ID,Jakarta, -6.48167, 106.85417
9665,GB,London, 52.66277, -2.01111
9666,XK,Belgrade, 42.62833, 20.89389
9667,SO,Mogadishu, -0.35817, 42.54536
9668,US,New_York, 41.24255, -82.61573
9669,DE,Berlin, 49.13645, 8.91229
9670,DE,Berlin, 49.03685, 8.70745
9671,MG,Antananarivo, -22.9, 44.53333
9672,SK,Bratislava, 48.8449, 17.22635
9673,RU,Moscow, 43.35071, 46.10925
9674,US,Chicago, 41.85059, -87.882
9675,DE,Berlin, 50.09019, 8.4493
9676,FR,Paris, 43.32393, 5.4584
9677,CN,Shanghai, 40.85158, 122.74754
9678,RU,Moscow, 44.92934, 37.99117
9679,BR,Sao_Paulo, -21.205, -41.88778
9680,US,Boise, 43.54072, -116.56346
9681,GT,Guatemala, 14.93333, -91.11667
9682,RU,Moscow, 57.30185, 39.85331
9683,DZ,Algiers, 34.15429, 3.50309
9684,JP,Tokyo, 35.815, 139.6853
9685,IN,Kolkata, 12.1277, 78.15794
9686,RW,Kigali, -1.9487, 30.4347
9687,US,Los_Angeles, 47.76232, -122.2054
9688,IT,Rome, 45.78071, 12.84052
9689,CZ,Prague, 49.593777, 17.250879
9690,GB,London, 53.69786, -2.68758
9691,CO,Bogota, 7.83389, -72.47417
9692,IN,Kolkata, 18.18158, 76.03889
9693,RU,Moscow, 43.35071, 46.10925
9694,IT,Rome, 43.78956, 7.60872
9695,BR,Bahia, -11.48472, -37.93278
9696,BR,Sao_Paulo, -29.2975, -51.50361
9697,RU,Yekaterinburg, 56.9083, 60.8019
9698,US,New_York, 41.16704, -73.20483
9699,CN,Shanghai, 41.27194, 123.17306
9700,IN,Kolkata, 22.88783, 84.13864
9701,BR,Santarem, -3.20333, -52.20639
9702,RU,Moscow, 55.62047, 37.49338
9703,MX,Mexico_City, 20.28527, -103.42897
9704,PH,Manila, 10.7375, 122.9666
9705,DE,Berlin, 48.06919, 11.37703
9706,PH,Manila, 14.62578, 121.12251
9707,IT,Rome, 44.89784, 8.86374
9708,US,New_York, 40.72371, -73.95097
9709,SL,Freetown, 8.48714, -13.2356
9710,DE,Berlin, 54.52156, 9.5586
9711,AR,Argentina, -37.32167, -59.13316
9712,US,New_York, 39.00622, -77.4286
9713,TR,Istanbul, 39.22493, 42.85693
9714,US,Chicago, 44.27804, -88.27205
9715,US,New_York, 42.52787, -70.92866
9716,ID,Jakarta, -8.43333, 114.33333
9717,CI,Abidjan, 5.27247, -3.59625
9718,TZ,Dar_es_Salaam, -7.76667, 35.7
9719,IN,Kolkata, 11.93381, 79.82979
9720,GE,Tbilisi, 41.82143, 41.77921
9721,US,New_York, 40.67705, -73.89125
9722,EC,Guayaquil, -2.13404, -79.59415
9723,PH,Manila, 9.3337, 122.8637
9724,JP,Tokyo, 35.30889, 139.55028
9725,BR,Recife, -8.66667, -35.71667
9726,CU,Havana, 20.14298, -77.43532
9727,UG,Kampala, 3.02013, 30.91105
9728,CZ,Prague, 50.23271, 12.87117
9729,JP,Tokyo, 36.75965, 137.36215
9730,US,New_York, 42.4251, -71.06616
9731,FR,Paris, 45.51667, 4.86667
9732,RU,Yekaterinburg, 60.97944, 76.92421
9733,IN,Kolkata, 26.44931, 91.61356
9734,PT,Lisbon, 41.1053, -7.32097
9735,AR,Argentina, -34.64966, -58.38341
9736,LT,Vilnius, 55.25, 24.75
9737,FR,Paris, 43.2907, 5.4384
9738,GB,London, 50.75767, -1.5443
9739,DE,Berlin, 51.168, 7.973
9740,JP,Tokyo, 37.56667, 140.11667
9741,BR,Recife, -8.05389, -34.88111
9742,IN,Kolkata, 9.57046, 76.32756
9743,BE,Brussels, 51.24197, 4.82313
9744,CN,Shanghai, 41.27194, 123.17306
9745,MM,Yangon, 16.68911, 98.50893
9746,DE,Berlin, 48.73218, 11.18709
9747,GB,London, 51.39148, -0.29825
9748,GB,London, 56.56317, -2.58736
9749,UZ,Tashkent, 41.29444, 69.67639
9750,BR,Sao_Paulo, -23.44361, -51.87389
9751,US,Los_Angeles, 38.54491, -121.74052
9752,DZ,Algiers, 35.06544, 1.04945
9753,CZ,Prague, 49.144482, 15.006139
9754,GB,London, 52.66277, -2.01111
9755,CD,Kinshasa, -4.5833, 15.16554
9756,CN,Shanghai, 34.85, 117.33333
9757,US,Phoenix, 33.50921, -111.89903
9758,RU,Yekaterinburg, 58.7002, 59.4839
9759,JP,Tokyo, 35.06667, 135.21667
9760,IN,Kolkata, 12.1277, 78.15794
9761,NA,Windhoek, -21.98333, 16.91667
9762,KZ,Qyzylorda, 44.85278, 65.50917
9763,BE,Brussels, 50.71229, 4.52529
9764,CZ,Prague, 49.183239, 15.454273
9765,PK,Karachi, 29.69221, 72.54566
9766,GB,London, 50.11861, -5.53715
9767,US,New_York, 40.24537, -75.64963
9768,CD,Lubumbashi, 0.76755, 24.43973
9769,IN,Kolkata, 17.54907, 82.85749
9770,BR,Cuiaba, -14.66463, -52.35558
9771,IN,Kolkata, 9.57046, 76.32756
9772,NL,Amsterdam, 52.14, 5.58472
9773,NL,Amsterdam, 52.31333, 6.92917
9774,MA,Casablanca, 33.42585, -6.00137
9775,JP,Tokyo, 41.77583, 140.73667
9776,RU,Moscow, 46.7055, 38.2739
9777,CA,Glace_Bay, 46.1351, -60.1831
9778,RO,Bucharest, 44.43579, 26.01649
9779,US,New_York, 40.72371, -73.95097
9780,BY,Minsk, 55.1904, 30.2049
9781,DZ,Algiers, 35.21222, 2.31889
9782,IT,Rome, 43.62558, 13.39954
9783,US,Menominee, 46.09273, -88.64235
9784,DO,Santo_Domingo, 18.20854, -71.10077
9785,US,Los_Angeles, 33.7207, -116.21677
9786,ID,Jakarta, -7.51611, 109.05389
9787,DE,Berlin, 48.49144, 9.20427
9788,US,New_York, 27.09978, -82.45426
9789,BD,Dhaka, 23.9028, 89.11943
9790,RU,Yekaterinburg, 58.63667, 59.80222
9791,MX,Merida, 21.28306, -89.66123
9792,IN,Kolkata, 19.21667, 73.08333
9793,PA,Panama, 8.88988, -79.62603
9794,KZ,Almaty, 43.41949, 77.0202
9795,GB,London, 51.84819, 1.26738
9796,DE,Berlin, 51.47805, 6.8625
9797,NL,Amsterdam, 52.57583, 6.61944
9798,US,New_York, 40.72371, -73.95097
9799,ES,Madrid, 37.49073, -2.77259
9800,DE,Berlin, 52.86147, 9.5926
9801,RU,Moscow, 53.77166, 38.12408
9802,US,New_York, 39.32011, -76.51552
9803,GB,London, 55.82737, -4.0573
9804,ID,Jakarta, 3.3285, 99.1625
9805,CN,Shanghai, 42.64031, 125.51176
9806,DE,Berlin, 53.63333, 9.85
9807,AU,Melbourne, -37.88333, 145.06667
9808,US,New_York, 41.55838, -81.56929
9809,ES,Madrid, 41.91738, 3.1631
9810,LY,Tripoli, 30.75545, 20.22625
9811,PK,Karachi, 29.38242, 70.91106
9812,US,New_York, 37.52487, -77.55777
9813,TR,Istanbul, 40.98894, 28.67582
9814,PH,Manila, 12.35275, 121.06761
9815,RW,Kigali, -1.9487, 30.4347
9816,US,New_York, 41.14676, -73.49484
9817,MX,Mexico_City, 20.21322, -100.88023
9818,GB,London, 53.46506, -1.47217
9819,MY,Kuala_Lumpur, 5.4709, 100.24529
9820,FR,Paris, 48.98693, 2.44892
9821,IN,Kolkata, 26.32293, 91.00632
9822,ES,Madrid, 43.48961, -8.2194
9823,BR,Recife, -8.66667, -35.71667
9824,IT,Rome, 36.92574, 14.72443
9825,DK,Copenhagen, 55.67938, 12.53463
9826,KR,Seoul, 37.1759, 128.9889
9827,RU,Moscow, 46.7055, 38.2739
9828,BD,Dhaka, 22.83957, 91.84128
9829,AU,Sydney, -33.75881, 150.99292
9830,DZ,Algiers, 35.21222, 2.31889
9831,GB,London, 51.78967, 1.15597
9832,BR,Maceio, -10.91722, -37.65
9833,FR,Paris, 48.90472, 2.2469
9834,RU,Samara, 53.37596, 51.3452
9835,US,Chicago, 41.72059, -87.70172
9836,DE,Berlin, 48.78232, 9.17702
9837,US,New_York, 40.94065, -73.99681
9838,GB,London, 53.38333, -0.76667
9839,TN,Tunis, 37.16911, 10.03478
9840,MX,Mexico_City, 20.21322, -100.88023
9841,US,Los_Angeles, 33.92946, -116.97725
9842,CN,Shanghai, 36.19278, 117.65694
9843,MA,Casablanca, 33.43443, -5.22126
9844,ID,Jakarta, -7.0981, 109.3243
9845,IT,Rome, 37.31065, 13.57661
9846,US,New_York, 37.52487, -77.55777
9847,IN,Kolkata, 18.18158, 76.03889
9848,BR,Sao_Paulo, -19.72806, -50.19556
9849,KR,Seoul, 36.20389, 127.08472
9850,AU,Sydney, -33.79176, 151.08057
9851,IN,Kolkata, 24.81757, 84.63445
9852,US,New_York, 32.54044, -82.90375
9853,DE,Berlin, 52.4581, 13.28702
9854,MA,Casablanca, 33.42585, -6.00137
9855,US,Chicago, 42.16808, -88.42814
9856,JP,Tokyo, 44.35056, 142.45778
9857,US,New_York, 41.14676, -73.49484
9858,US,Denver, 40.65995, -111.99633
9859,US,New_York, 35.05266, -78.87836
9860,FR,Paris, 43.2907, 5.4384
9861,XK,Belgrade, 42.62833, 20.89389
9862,DK,Copenhagen, 55.67938, 12.53463
9863,GB,London, 53.19146, -2.52398
9864,JP,Tokyo, 41.77583, 140.73667
9865,JP,Tokyo, 37.56667, 140.11667
9866,NG,Lagos, 7.65649, 4.92235
9867,US,Phoenix, 33.50921, -111.89903
9868,US,New_York, 41.48199, -81.79819
9869,US,New_York, 27.09978, -82.45426
9870,GB,London, 51.39323, 0.47713
9871,UZ,Tashkent, 41.29444, 69.67639
9872,PL,Warsaw, 54.58048, 16.86194
9873,US,Chicago, 44.27804, -88.27205
9874,PK,Karachi, 32.87533, 71.57118
9875,US,Los_Angeles, 47.80527, -122.24064
9876,US,Chicago, 34.77453, -96.67834
9877,ES,Madrid, 42.8139, -1.64295
9878,DE,Berlin, 52.4581, 13.28702
9879,IN,Kolkata, 21.46527, 83.97573
9880,MX,Mexico_City, 17.94979, -94.91386
9881,PK,Karachi, 31.82539, 72.54064
9882,RU,Moscow, 61.78491, 34.34691
9883,IN,Kolkata, 18.51957, 73.85535
9884,IL,Jerusalem, 31.92923, 34.86563
9885,GB,London, 53.46506, -1.47217
9886,RU,Yekaterinburg, 51.78771, 56.36091
9887,US,Chicago, 44.73941, -93.12577
9888,BG,Sofia, 43.4125, 23.225
9889,IN,Kolkata, 9.82564, 78.25795
9890,IT,Rome, 45.44694, 8.62118
9891,ID,Jakarta, -7.57897, 112.23109
9892,RU,Moscow, 57.30185, 39.85331
9893,FR,Paris, 46.67535, 5.55575
9894,SV,El_Salvador, 13.70167, -89.10944
9895,CO,Bogota, 10.15031, -73.9614
9896,US,Chicago, 41.15376, -87.88754
9897,DE,Berlin, 50.09019, 8.4493
9898,GB,London, 53.46506, -1.47217
9899,PK,Karachi, 29.69221, 72.54566
9900,US,Detroit, 42.30865, -83.48216
9901,BR,Manaus, -3.14306, -58.44417
9902,IN,Kolkata, 11.00599, 77.5609
9903,RU,Irkutsk, 51.82721, 107.60627
9904,IT,Rome, 41.72063, 12.6723
9905,CZ,Prague, 49.195061, 16.606836
9906,TR,Istanbul, 38.13708, 41.00817
9907,CN,Shanghai, 40.66482, 122.22833
9908,US,Honolulu, 20.88953, -156.47432
9909,BY,Minsk, 52.4089, 31.3237
9910,PG,Port_Moresby, -5.85746, 144.23058
9911,SE,Stockholm, 59.33333, 18.28333
9912,IN,Kolkata, 27.9247, 78.40102
9913,MY,Kuala_Lumpur, 1.6, 103.81667
9914,KE,Nairobi, 0.46005, 34.11169
9915,BD,Dhaka, 23.9028, 89.11943
9916,GB,London, 50.79205, -1.08593
9917,IN,Kolkata, 23.07492, 88.28637
9918,NL,Amsterdam, 51.44889, 5.51978
9919,EG,Cairo, 26.67319, 31.4976
9920,TR,Istanbul, 38.37255, 34.02537
9921,US,Chicago, 42.55308, -87.93341
9922,ES,Madrid, 40.42386, -3.53261
9923,MY,Kuala_Lumpur, 4.02219, 101.02083
9924,CA,Halifax, 46.23899, -63.13414
9925,BR,Sao_Paulo, -23.7975, -48.59278
9926,AU,Melbourne, -38.16604, 145.13643
9927,BR,Recife, -8.05389, -34.88111
9928,ID,Makassar, -3.5403, 118.9707
9929,US,New_York, 38.96372, -76.99081
9930,US,New_York, 26.68451, -80.66756
9931,US,Los_Angeles, 33.93113, -117.54866
9932,NO,Oslo, 68.79833, 16.54165
9933,AT,Vienna, 47.05, 15.46667
9934,US,Chicago, 31.76212, -95.63079
9935,CO,Bogota, 4.73245, -74.26419
9936,US,Los_Angeles, 33.72255, -116.37697
9937,ID,Jakarta, -6.48167, 106.85417
9938,AU,Perth, -31.95224, 115.8614
9939,MG,Antananarivo, -17.83333, 48.41667
9940,CA,Toronto, 43.86682, -79.2663
9941,ID,Jakarta, -1.6, 103.61667
9942,GB,London, 56.56317, -2.58736
9943,PL,Warsaw, 54.60528, 18.34717
9944,NG,Lagos, 7.62789, 4.74161
9945,SE,Stockholm, 59.33333, 18.28333
9946,US,Detroit, 42.97086, -82.42491
9947,CZ,Prague, 50.511002, 14.150558
9948,US,Los_Angeles, 33.7207, -116.21677
9949,BE,Brussels, 50.8, 3.16667
9950,AU,Perth, -31.95224, 115.8614
9951,PH,Manila, 10.13361, 124.84472
9952,RU,Vladivostok, 53.14657, 140.72287
9953,DE,Berlin, 51.08468, 7.11393
9954,GE,Tbilisi, 41.82143, 41.77921
9955,MG,Antananarivo, -17.83333, 48.41667
9956,PE,Lima, -15.21194, -75.11028
9957,US,Los_Angeles, 33.52253, -117.70755
9958,UA,Zaporozhye, 49.41029, 38.15035
9959,US,Chicago, 36.02506, -86.77917
9960,US,Chicago, 41.57721, -93.71133
9961,IT,Rome, 45.79377, 8.88104
9962,NZ,Auckland, -38.65333, 178.00417
9963,US,Indiana, 41.75338, -86.11084
9964,PR,Puerto_Rico, 18.03496, -66.8499
9965,DE,Berlin, 50.80904, 8.77069
9966,IN,Kolkata, 25.6439, 77.9129
9967,RU,Moscow, 55.64776, 38.02486
9968,BR,Recife, -8.05389, -34.88111
9969,FR,Paris, 48.98333, 2.61667
9970,IN,Kolkata, 21.34222, 71.30633
9971,AR,Argentina, -34.64966, -58.38341
9972,ID,Makassar, -1.26753, 116.82887
9973,TH,Bangkok, 15.46063, 99.89166
9974,GB,London, 51.65, -0.2
9975,IN,Kolkata, 25.49043, 85.94001
9976,CN,Shanghai, 41.27194, 123.17306
9977,DZ,Algiers, 36.72544, 3.55665
9978,US,New_York, 33.54428, -84.23381
9979,CL,Santiago, -30.60106, -71.19901
9980,US,New_York, 26.68451, -80.66756
9981,BR,Sao_Paulo, -19.32556, -41.25528
9982,VU,Efate, -17.73648, 168.31366
9983,PH,Manila, 14.66, 120.56528
9984,BR,Sao_Paulo, -20.25333, -43.80139
9985,US,Detroit, 42.97086, -82.42491
9986,US,New_York, 42.58342, -71.8023
9987,IR,Tehran, 32.65246, 51.67462
9988,RU,Yekaterinburg, 51.4781, 57.3552
9989,ES,Madrid, 40.70995, 0.57856
9990,IN,Kolkata, 14.62072, 74.83554
9991,TD,Ndjamena, 12.18441, 18.69303
9992,JP,Tokyo, 35.30889, 139.55028
9993,JP,Tokyo, 36.24624, 139.07204
9994,HK,Hong_Kong, 22.37066, 114.10479
9995,PH,Manila, 8.56697, 123.33471
9996,US,New_York, 43.91452, -69.96533
9997,ES,Madrid, 42.8139, -1.64295
9998,BE,Brussels, 50.71229, 4.52529
9999,ES,Madrid, 37.13548, -3.67029
10000,IN,Kolkata, 28.92694, 78.23456
10001,CN,Shanghai, 30.24706, 115.04814
10002,US,Chicago, 32.52515, -93.75018
10003,GB,London, 53.19146, -2.52398
10004,ES,Madrid, 37.13548, -3.67029
10005,AO,Luanda, -11.78333, 19.91667
10006,RU,Volgograd, 50.06, 43.2379
10007,BR,Sao_Paulo, -28.24, -48.67028
10008,US,Denver, 40.34912, -111.90466
10009,NG,Lagos, 6.45407, 3.39467
10010,US,New_York, 40.63316, -74.13653
10011,BE,Brussels, 51.12794, 4.21372
10012,EG,Cairo, 26.67319, 31.4976
10013,DE,Berlin, 53.6052, 10.03988
10014,MY,Kuala_Lumpur, 4.88441, 101.96857
10015,FR,Paris, 43.71032, -1.05366
10016,NG,Lagos, 7.62789, 4.74161
10017,US,New_York, 41.55815, -73.0515
10018,BR,Fortaleza, -4.42472, -41.45861
10019,CZ,Prague, 48.975658, 14.480255
10020,GB,London, 55.82737, -4.0573
10021,TZ,Dar_es_Salaam, -7.60361, 37.00438
10022,US,New_York, 41.27621, -72.86843
10023,NL,Amsterdam, 52.57583, 6.61944
10024,TH,Bangkok, 13.8196, 100.04427
10025,UA,Kiev, 49.07866, 30.96755
10026,GN,Conakry, 9.535, -13.68778
10027,UA,Kiev, 50.18545, 27.06365
10028,IN,Kolkata, 25.66795, 85.83636
10029,EG,Cairo, 31.20176, 29.91582
10030,DZ,Algiers, 36.61954, 4.08282
10031,US,Honolulu, 20.88953, -156.47432
10032,NG,Lagos, 10.61285, 12.19458
10033,JP,Tokyo, 34.25, 135.31667
10034,US,New_York, 42.52787, -70.92866
10035,US,Chicago, 36.61033, -88.31476
10036,BE,Brussels, 50.56149, 4.69889
10037,CN,Shanghai, 36.81667, 117.81667
10038,AU,Sydney, -34.88422, 150.60036
10039,RU,Moscow, 56.85836, 35.90057
10040,MN,Ulaanbaatar, 47.90771, 106.88324
10041,FR,Paris, 48.98333, 2.61667
10042,RU,Barnaul, 53.30972, 83.62389
10043,FR,Paris, 45.73333, 4.91667
10044,ES,Madrid, 42.8139, -1.64295
10045,CZ,Prague, 50.511002, 14.150558
10046,UA,Zaporozhye, 47.48444, 36.25361
10047,US,New_York, 40.82232, -74.15987
10048,CN,Shanghai, 36.19278, 117.65694
10049,MW,Blantyre, -13.7804, 34.4587
10050,US,New_York, 33.98154, -81.23621
10051,MY,Kuala_Lumpur, 4.88441, 101.96857
10052,IT,Rome, 36.92574, 14.72443
10053,DE,Berlin, 53.59337, 9.47629
10054,CN,Shanghai, 40.85158, 122.74754
10055,MN,Ulaanbaatar, 47.90771, 106.88324
10056,JP,Tokyo, 36.53333, 136.61667
10057,BR,Sao_Paulo, -28.44917, -52.2
10058,RU,Moscow, 54.39304, 53.26023
10059,CL,Santiago, -36.9256, -73.02841
10060,PH,Manila, 16.0438, 120.4861
10061,AR,Argentina, -27.4338, -65.61427
10062,US,Los_Angeles, 36.20829, -115.98391
10063,US,Los_Angeles, 47.76232, -122.2054
10064,US,New_York, 26.91756, -82.07842
10065,GH,Accra, 6.46346, -2.31938
10066,AR,Argentina, -27.4338, -65.61427
10067,IN,Kolkata, 19.30157, 72.85107
10068,JP,Tokyo, 35.30889, 139.55028
10069,MY,Kuala_Lumpur, 1.6, 103.81667
10070,US,Chicago, 29.53885, -95.44744
10071,US,New_York, 37.60876, -77.37331
10072,DE,Berlin, 52.47774, 10.5511
10073,AU,Sydney, -33.75881, 150.99292
10074,US,Chicago, 30.5427, -97.54667
10075,MK,Skopje, 42, 21.32778
10076,CN,Shanghai, 45.35, 126.28333
10077,DE,Berlin, 52.47774, 10.5511
10078,RU,Moscow, 56.85836, 35.90057
10079,BD,Dhaka, 22.83957, 91.84128
10080,CN,Shanghai, 41.09822, 120.74792
10081,ML,Bamako, 12.74409, -8.07257
10082,US,New_York, 37.52487, -77.55777
10083,DE,Berlin, 53.6052, 10.03988
10084,US,Los_Angeles, 37.73604, -120.93549
10085,US,New_York, 43.1009, -75.23266
10086,FR,Paris, 43.67681, 4.63031
10087,CO,Bogota, 8.79577, -75.69947
10088,GT,Guatemala, 14.93333, -91.11667
10089,PK,Karachi, 26.9423, 68.11759
10090,RU,Yekaterinburg, 58.63667, 59.80222
10091,BR,Maceio, -10.91722, -37.65
10092,RU,Saratov, 51.40944, 46.04833
10093,BG,Sofia, 41.57439, 24.71204
10094,CO,Bogota, 3.8801, -77.03116
10095,TH,Bangkok, 14.37395, 100.48528
10096,GB,London, 51.84819, 1.26738
10097,GB,London, 51.40148, -1.32471
10098,CO,Bogota, 5.6561, -75.87877
10099,IN,Kolkata, 23.1959, 86.51499
10100,DE,Berlin, 52.61131, 13.31783
10101,TH,Bangkok, 15.79408, 104.1451
10102,PK,Karachi, 30.76468, 74.12286
10103,DE,Berlin, 48.21644, 9.02596
10104,US,Chicago, 26.18924, -98.15529
10105,ID,Jakarta, -7.73379, 113.69785
10106,JP,Tokyo, 34.25, 135.31667
10107,RU,Moscow, 59.80917, 30.38167
10108,DE,Berlin, 48.28259, 9.72749
10109,PH,Manila, 9.6531, 124.3697
10110,NL,Amsterdam, 53.16167, 6.76111
10111,SK,Bratislava, 48.8449, 17.22635
10112,DE,Berlin, 48.28259, 9.72749
10113,IT,Rome, 44.59445, 11.04979
10114,EC,Guayaquil, -2.13404, -79.59415
10115,BR,Maceio, -10.91111, -37.07167
10116,IN,Kolkata, 9.82564, 78.25795
10117,TR,Istanbul, 39.59611, 27.02444
10118,BR,Belem, -0.71667, -48.52333
10119,CO,Bogota, 8.79577, -75.69947
10120,BW,Gaborone, -21.44236, 27.46153
10121,RU,Moscow, 55.39485, 43.83992
10122,US,New_York, 40.93121, -73.89875
10123,US,Phoenix, 33.50921, -111.89903
10124,CD,Kinshasa, -4.5833, 15.16554
10125,GB,London, 53.00974, -3.05814
10126,GH,Accra, 7.06273, -1.4001
10127,US,Los_Angeles, 38.54491, -121.74052
10128,IN,Kolkata, 15.73628, 75.96976
10129,CN,Shanghai, 34.86472, 117.55417
10130,ES,Madrid, 38.38479, -0.76773
10131,DE,Berlin, 53.6052, 10.03988
10132,BY,Minsk, 55.1904, 30.2049
10133,US,New_York, 32.54044, -82.90375
10134,RU,Moscow, 64.5635, 39.8302
10135,PL,Warsaw, 50.86079, 17.4674
10136,ES,Madrid, 38.10558, -1.86343
10137,IT,Rome, 45.78071, 12.84052
10138,PK,Karachi, 31.82539, 72.54064
10139,PL,Warsaw, 51.14942, 15.00835
10140,GB,London, 51.84819, 1.26738
10141,US,Chicago, 44.27804, -88.27205
10142,MX,Mexico_City, 17.06542, -96.72365
10143,CN,Shanghai, 30.24706, 115.04814
10144,US,Indiana, 39.78504, -85.76942
10145,PK,Karachi, 29.69221, 72.54566
10146,MT,Malta, 35.89972, 14.51472
10147,US,New_York, 43.91452, -69.96533
10148,PK,Karachi, 30.46907, 70.96699
10149,JP,Tokyo, 36, 139.55722
10150,PH,Manila, 9.6531, 124.3697
10151,US,Los_Angeles, 47.76232, -122.2054
10152,GB,London, 57.14369, -2.09814
10153,DE,Berlin, 49.5099, 6.74549
10154,IN,Kolkata, 25.75728, 75.37991
10155,US,Denver, 39.57582, -105.11221
10156,CD,Lubumbashi, 0.49113, 29.47306
10157,GB,London, 50.7236, -3.52751
10158,US,Los_Angeles, 33.52253, -117.70755
10159,BR,Recife, -8.66667, -35.71667
10160,ID,Jakarta, -7.57897, 112.23109
10161,DZ,Algiers, 36.27462, 4.85668
10162,PG,Port_Moresby, -5.85746, 144.23058
10163,MY,Kuala_Lumpur, 2.2139, 102.3278
10164,SE,Stockholm, 61.72744, 17.10558
10165,RU,Moscow, 56.85836, 35.90057
10166,GH,Accra, 6.46346, -2.31938
10167,PH,Manila, 10.20898, 123.758
10168,SK,Bratislava, 48.43174, 17.8031
10169,RU,Moscow, 57.30185, 39.85331
10170,MX,Mexico_City, 19.04222, -98.11889
10171,TL,Dili, -8.99167, 125.21972
10172,IT,Rome, 40.87363, 14.34085
10173,IT,Rome, 43.62558, 13.39954
10174,ID,Jakarta, -1.6, 103.61667
10175,IN,Kolkata, 33.37526, 74.3092
10176,PE,Lima, -3.74912, -73.25383
