ИД,ЗАЯВКА_ИД,Статус_выполнения
8361,16938,1
8362,16939,1
8363,16940,0
8364,16943,0
8365,16944,0
8366,16945,1
8367,16947,1
8368,16948,1
8369,16951,1
8370,16954,1
8371,16956,0
8372,16957,1
8373,16958,1
8374,16960,0
8375,16961,0
8376,16962,1
8377,16965,1
8378,16967,0
8379,16968,0
8380,16971,0
8381,16979,0
8382,16981,0
8383,16985,1
8384,16986,0
8385,16988,1
8386,16989,1
8387,16991,1
8388,16993,1
8389,16998,0
8390,17000,0
8391,17003,0
8392,17006,1
8393,17008,0
8394,17009,0
8395,17010,1
8396,17011,0
8397,17012,0
8398,17013,1
8399,17015,1
8400,17016,0
8401,17017,1
8402,17018,0
8403,17021,0
8404,17023,1
8405,17026,1
8406,17028,1
8407,17029,1
8408,17031,1
8409,17033,1
8410,17036,0
8411,17038,1
8412,17039,1
8413,17043,0
8414,17044,1
8415,17046,1
8416,17050,1
8417,17053,0
8418,17054,1
8419,17057,0
8420,17061,1
8421,17062,0
8422,17066,0
8423,17067,1
8424,17068,1
8425,17070,0
8426,17073,0
8427,17074,0
8428,17075,1
8429,17076,1
8430,17077,0
8431,17079,0
8432,17080,0
8433,17082,0
8434,17086,0
8435,17091,1
8436,17094,0
8437,17095,0
8438,17096,0
8439,17097,1
8440,17103,0
8441,17104,0
8442,17105,0
8443,17106,0
8444,17107,1
8445,17108,1
8446,17109,1
8447,17112,0
8448,17113,0
8449,17117,1
8450,17119,1
8451,17120,1
8452,17123,0
8453,17126,1
8454,17127,0
8455,17129,1
8456,17133,1
8457,17136,0
8458,17138,0
8459,17139,0
8460,17140,0
8461,17141,1
8462,17143,0
8463,17146,0
8464,17147,1
8465,17149,1
8466,17151,1
8467,17152,0
8468,17154,0
8469,17157,0
8470,17158,0
8471,17159,1
8472,17160,1
8473,17161,0
8474,17163,1
8475,17164,0
8476,17165,0
8477,17166,1
8478,17167,0
8479,17168,0
8480,17169,0
8481,17170,1
8482,17171,0
8483,17174,0
8484,17176,1
8485,17177,1
8486,17179,0
8487,17184,1
8488,17188,0
8489,17189,0
8490,17191,0
8491,17192,1
8492,17195,0
8493,17197,1
8494,17198,1
8495,17199,0
8496,17204,0
8497,17207,0
8498,17208,1
8499,17210,0
8500,17211,0
8501,17212,1
8502,17213,0
8503,17214,0
8504,17215,1
8505,17216,1
8506,17221,1
8507,17222,1
8508,17223,1
8509,17228,1
8510,17230,0
8511,17231,0
8512,17233,1
8513,17234,1
8514,17235,1
8515,17236,1
8516,17238,1
8517,17243,1
8518,17246,0
8519,17247,0
8520,17253,1
8521,17254,1
8522,17255,1
8523,17256,0
8524,17258,0
8525,17259,0
8526,17260,0
8527,17261,0
8528,17263,1
8529,17264,0
8530,17265,1
8531,17267,0
8532,17268,1
8533,17269,0
8534,17270,1
8535,17271,0
8536,17272,1
8537,17273,0
8538,17274,0
8539,17275,0
8540,17276,1
8541,17279,1
8542,17280,0
8543,17281,0
8544,17283,1
8545,17284,0
8546,17285,0
8547,17287,0
8548,17288,1
8549,17289,1
8550,17290,0
8551,17291,0
8552,17294,1
8553,17300,1
8554,17302,1
8555,17304,0
8556,17308,0
8557,17316,0
8558,17317,1
8559,17319,1
8560,17321,0
8561,17323,1
8562,17325,1
8563,17326,0
8564,17327,1
8565,17332,0
8566,17335,0
8567,17336,1
8568,17339,1
8569,17341,0
8570,17343,1
8571,17345,0
8572,17346,1
8573,17347,0
8574,17348,0
8575,17352,1
8576,17354,0
8577,17356,1
8578,17357,0
8579,17358,1
8580,17361,1
8581,17362,0
8582,17364,0
8583,17365,0
8584,17368,0
8585,17370,1
8586,17371,0
8587,17372,1
8588,17373,0
8589,17375,0
8590,17381,0
8591,17382,1
8592,17383,0
8593,17384,1
8594,17387,1
8595,17388,1
8596,17389,1
8597,17390,0
8598,17391,0
8599,17393,0
8600,17395,0
8601,17402,1
8602,17403,0
8603,17407,0
8604,17409,1
8605,17411,0
8606,17413,0
8607,17415,0
8608,17421,1
8609,17423,1
8610,17428,1
8611,17429,0
8612,17431,0
8613,17432,0
8614,17433,1
8615,17434,0
8616,17436,0
8617,17437,1
8618,17439,0
8619,17442,1
8620,17443,0
8621,17444,0
8622,17447,0
8623,17452,0
8624,17454,0
8625,17455,1
8626,17456,0
8627,17458,1
8628,17459,0
8629,17460,1
8630,17461,0
8631,17463,0
8632,17465,1
8633,17466,1
8634,17467,0
8635,17468,1
8636,17469,1
8637,17471,1
8638,17473,0
8639,17476,1
8640,17478,1
8641,17480,1
8642,17482,1
8643,17484,1
8644,17485,0
8645,17486,1
8646,17489,1
8647,17491,0
8648,17493,0
8649,17495,0
8650,17497,1
8651,17498,1
8652,17499,1
8653,17500,1
8654,17502,0
8655,17507,0
8656,17511,1
8657,17513,1
8658,17514,1
8659,17516,1
8660,17517,1
8661,17520,0
8662,17521,1
8663,17522,0
8664,17523,0
8665,17524,1
8666,17525,1
8667,17526,1
8668,17527,0
8669,17529,0
8670,17530,1
8671,17531,0
8672,17533,1
8673,17535,0
8674,17536,0
8675,17537,0
8676,17538,1
8677,17539,0
8678,17540,0
8679,17542,1
8680,17544,1
8681,17545,0
8682,17549,0
8683,17550,1
8684,17551,0
8685,17552,1
8686,17555,0
8687,17556,0
8688,17557,0
8689,17558,1
8690,17561,0
8691,17562,0
8692,17563,1
8693,17564,0
8694,17565,0
8695,17567,0
8696,17571,1
8697,17573,0
8698,17579,0
8699,17580,0
8700,17581,0
8701,17582,1
8702,17585,1
8703,17586,0
8704,17588,1
8705,17589,0
8706,17594,0
8707,17596,0
8708,17597,1
8709,17599,0
8710,17600,1
8711,17601,0
8712,17606,0
8713,17607,0
8714,17609,1
8715,17610,0
8716,17611,1
8717,17613,0
8718,17614,0
8719,17620,1
8720,17621,1
8721,17624,0
8722,17625,1
8723,17629,0
8724,17632,0
8725,17633,0
8726,17634,1
8727,17635,1
8728,17636,1
8729,17637,0
8730,17638,1
8731,17639,1
8732,17640,0
8733,17641,1
8734,17644,0
8735,17646,1
8736,17647,0
8737,17648,1
8738,17649,0
8739,17650,1
8740,17651,1
8741,17652,1
8742,17653,1
8743,17655,0
8744,17657,0
8745,17658,1
8746,17659,0
8747,17660,0
8748,17663,1
8749,17667,0
8750,17669,0
8751,17673,0
8752,17676,1
8753,17679,1
8754,17681,0
8755,17682,1
8756,17683,0
8757,17686,0
8758,17687,1
8759,17688,1
8760,17689,0
8761,17690,1
8762,17694,0
8763,17695,1
8764,17696,1
8765,17697,1
8766,17698,0
8767,17699,0
8768,17700,0
8769,17701,0
8770,17702,0
8771,17703,1
8772,17704,0
8773,17705,0
8774,17710,0
8775,17712,1
8776,17714,0
8777,17715,1
8778,17719,0
8779,17720,0
8780,17721,0
8781,17722,0
8782,17724,0
8783,17725,0
8784,17726,0
8785,17727,1
8786,17730,1
8787,17732,0
8788,17734,1
8789,17736,0
8790,17738,1
8791,17739,0
8792,17741,0
8793,17744,0
8794,17746,0
8795,17747,0
8796,17748,1
8797,17753,1
8798,17754,1
8799,17755,0
8800,17756,0
8801,17757,1
8802,17758,1
8803,17759,1
8804,17763,1
8805,17765,0
8806,17766,0
8807,17768,0
8808,17771,0
8809,17772,1
8810,17773,1
8811,17775,1
8812,17776,0
8813,17777,1
8814,17779,0
8815,17782,1
8816,17785,0
8817,17786,1
8818,17787,1
8819,17788,1
8820,17789,0
8821,17791,0
8822,17792,1
8823,17793,0
8824,17794,1
8825,17796,0
8826,17797,0
8827,17798,0
8828,17799,0
8829,17800,1
8830,17801,1
8831,17802,1
8832,17803,0
8833,17804,1
8834,17806,1
8835,17807,0
8836,17808,0
8837,17812,0
8838,17813,1
8839,17816,0
8840,17821,1
8841,17822,1
8842,17825,0
8843,17826,0
8844,17828,1
8845,17831,1
8846,17832,0
8847,17833,0
8848,17836,1
8849,17838,0
8850,17839,1
8851,17841,0
8852,17842,0
8853,17843,1
8854,17845,1
8855,17847,0
8856,17848,1
8857,17854,0
8858,17855,1
8859,17856,0
8860,17857,0
8861,17858,0
8862,17861,0
8863,17864,0
8864,17868,0
8865,17870,0
8866,17872,1
8867,17873,1
8868,17874,0
8869,17875,1
8870,17877,0
8871,17880,1
8872,17881,0
8873,17883,1
8874,17885,0
8875,17886,0
8876,17887,1
8877,17888,0
8878,17891,0
8879,17897,1
8880,17898,0
8881,17901,0
8882,17902,0
8883,17904,1
8884,17905,1
8885,17906,0
8886,17907,0
8887,17909,1
8888,17911,1
8889,17913,0
8890,17914,1
8891,17916,1
8892,17917,1
8893,17918,0
8894,17920,0
8895,17926,0
8896,17927,0
8897,17930,1
8898,17931,1
8899,17933,0
8900,17934,0
8901,17936,1
8902,17937,0
8903,17941,1
8904,17942,0
8905,17946,0
8906,17947,1
8907,17948,0
8908,17950,1
8909,17951,0
8910,17952,0
8911,17954,0
8912,17956,1
8913,17957,0
8914,17958,0
8915,17960,0
8916,17961,1
8917,17962,0
8918,17963,0
8919,17964,1
8920,17966,0
8921,17968,0
8922,17969,1
8923,17970,0
8924,17973,0
8925,17974,1
8926,17976,0
8927,17977,1
8928,17979,1
8929,17980,1
8930,17981,1
8931,17982,1
8932,17984,0
8933,17987,1
8934,17989,1
8935,17992,0
8936,17993,1
8937,17994,1
8938,17997,0
8939,17998,1
8940,17999,0
8941,18000,0
8942,18001,1
8943,18003,0
8944,18004,0
8945,18005,1
8946,18007,0
8947,18008,1
8948,18009,0
8949,18010,0
8950,18012,1
8951,18015,1
8952,18018,0
8953,18021,1
8954,18022,1
8955,18023,0
8956,18025,1
8957,18026,0
8958,18027,1
8959,18029,1
8960,18030,1
8961,18031,0
8962,18034,0
8963,18038,1
8964,18042,0
8965,18043,1
8966,18048,0
8967,18050,1
8968,18051,1
8969,18056,1
8970,18057,1
8971,18058,0
8972,18064,1
8973,18065,1
8974,18068,1
8975,18069,0
8976,18072,1
8977,18073,1
8978,18077,1
8979,18078,0
8980,18084,0
8981,18086,0
8982,18087,1
8983,18090,1
8984,18091,0
8985,18092,1
8986,18093,0
8987,18095,1
8988,18096,1
8989,18098,0
8990,18099,1
8991,18100,0
8992,18105,0
8993,18106,0
8994,18108,1
8995,18109,1
8996,18110,0
8997,18115,0
8998,18116,0
8999,18117,0
9000,18120,1
9001,18123,0
9002,18124,0
9003,18127,0
9004,18130,1
9005,18133,1
9006,18134,1
9007,18135,1
9008,18136,1
9009,18138,1
9010,18141,0
9011,18142,1
9012,18144,0
9013,18145,1
9014,18150,0
9015,18151,1
9016,18156,1
9017,18158,1
9018,18161,1
9019,18162,0
9020,18166,1
9021,18167,1
9022,18168,1
9023,18169,0
9024,18170,1
9025,18175,1
9026,18176,0
9027,18177,1
9028,18181,0
9029,18182,1
9030,18184,0
9031,18192,0
9032,18195,0
9033,18196,0
9034,18197,1
9035,18198,1
9036,18201,0
9037,18202,1
9038,18203,1
9039,18204,0
9040,18208,0
9041,18211,0
9042,18215,1
9043,18217,1
9044,18220,0
9045,18223,1
9046,18227,0
9047,18229,1
9048,18231,0
9049,18233,1
9050,18237,1
9051,18239,0
9052,18243,0
9053,18247,0
9054,18248,1
9055,18251,1
9056,18254,0
9057,18256,0
9058,18259,0
9059,18264,1
9060,18265,1
9061,18266,1
9062,18267,1
9063,18268,0
9064,18269,0
9065,18270,0
9066,18274,0
9067,18275,0
9068,18276,0
9069,18280,1
9070,18281,0
9071,18282,1
9072,18285,0
9073,18286,0
9074,18287,1
9075,18289,1
9076,18290,1
9077,18292,0
9078,18294,0
9079,18297,0
9080,18298,1
9081,18301,0
9082,18302,1
9083,18304,1
9084,18305,1
9085,18306,1
9086,18311,1
9087,18316,1
9088,18317,0
9089,18318,0
9090,18319,0
9091,18322,0
9092,18323,0
9093,18324,1
9094,18325,1
9095,18327,0
9096,18328,0
9097,18329,1
9098,18330,0
9099,18334,1
9100,18335,1
9101,18336,0
9102,18337,1
9103,18338,0
9104,18341,1
9105,18342,0
9106,18343,1
9107,18347,1
9108,18349,1
9109,18353,0
9110,18356,0
9111,18357,0
9112,18358,1
9113,18360,0
9114,18361,1
9115,18362,1
9116,18366,1
9117,18367,1
9118,18368,0
9119,18370,1
9120,18375,0
9121,18380,1
9122,18381,1
9123,18382,0
9124,18383,0
9125,18386,1
9126,18387,0
9127,18390,1
9128,18392,1
9129,18393,0
9130,18394,0
9131,18395,0
9132,18398,1
9133,18399,0
9134,18403,1
9135,18405,1
9136,18406,1
9137,18408,0
9138,18409,1
9139,18410,0
9140,18411,1
9141,18413,1
9142,18414,0
9143,18417,1
9144,18418,1
9145,18419,0
9146,18420,1
9147,18422,0
9148,18424,1
9149,18425,1
9150,18426,0
9151,18428,1
9152,18430,1
9153,18435,1
9154,18436,1
9155,18437,0
9156,18438,1
9157,18445,1
9158,18446,1
9159,18447,0
9160,18448,0
9161,18451,0
9162,18453,0
9163,18454,1
9164,18459,1
9165,18460,1
9166,18461,0
9167,18462,0
9168,18463,0
9169,18464,0
9170,18465,1
9171,18466,1
9172,18469,1
9173,18470,1
9174,18471,1
9175,18473,1
9176,18474,1
9177,18475,0
9178,18480,0
9179,18482,1
9180,18486,0
9181,18488,0
9182,18489,0
9183,18490,0
9184,18491,0
9185,18492,1
9186,18493,1
9187,18497,0
9188,18499,1
9189,18504,0
9190,18507,0
9191,18508,1
9192,18509,0
9193,18512,0
9194,18514,1
9195,18515,0
9196,18516,1
9197,18517,0
9198,18519,0
9199,18520,0
9200,18521,1
9201,18528,0
9202,18529,1
9203,18530,0
9204,18531,1
9205,18532,0
9206,18533,0
9207,18535,0
9208,18540,1
9209,18541,1
9210,18542,1
9211,18545,0
9212,18547,1
9213,18548,1
9214,18549,1
9215,18550,1
9216,18551,1
9217,18552,1
9218,18559,0
9219,18561,0
9220,18562,1
9221,18563,1
9222,18564,0
9223,18567,0
9224,18568,1
9225,18572,0
9226,18573,1
9227,18576,0
9228,18584,1
9229,18586,1
9230,18588,0
9231,18593,1
9232,18596,1
9233,18603,0
9234,18607,1
9235,18608,0
9236,18610,1
9237,18612,1
9238,18613,0
9239,18615,1
9240,18620,0
9241,18621,0
9242,18622,1
9243,18623,0
9244,18627,0
9245,18628,0
9246,18631,1
9247,18635,0
9248,18637,1
9249,18638,0
9250,18642,1
9251,18643,0
9252,18644,0
9253,18646,0
9254,18647,0
9255,18650,0
9256,18651,1
9257,18652,1
9258,18653,1
9259,18654,1
9260,18656,1
9261,18657,0
9262,18659,0
9263,18663,0
9264,18667,1
9265,18668,0
9266,18676,0
9267,18677,0
9268,18679,1
9269,18680,0
9270,18684,1
9271,18687,0
9272,18688,1
9273,18690,0
9274,18692,0
9275,18696,0
9276,18697,1
9277,18701,1
9278,18703,1
9279,18704,1
9280,18706,0
9281,18707,0
9282,18709,1
9283,18713,1
9284,18717,1
9285,18724,0
9286,18725,0
9287,18726,0
9288,18727,0
9289,18728,1
9290,18729,0
9291,18731,0
9292,18732,0
9293,18733,1
9294,18736,1
9295,18737,0
9296,18742,0
9297,18743,1
9298,18744,1
9299,18745,1
9300,18747,1
9301,18749,0
9302,18751,0
9303,18753,0
9304,18754,1
9305,18756,1
9306,18758,1
9307,18761,1
9308,18762,1
9309,18763,1
9310,18764,0
9311,18767,1
9312,18772,0
9313,18774,1
9314,18776,1
9315,18779,1
9316,18780,0
9317,18781,1
9318,18782,1
9319,18783,1
9320,18784,0
9321,18785,0
9322,18787,1
9323,18788,0
9324,18790,1
9325,18800,1
9326,18801,1
9327,18802,0
9328,18807,1
9329,18808,1
9330,18813,1
9331,18814,1
9332,18816,0
9333,18821,0
9334,18822,1
9335,18827,0
9336,18829,1
9337,18831,0
9338,18832,0
9339,18834,1
9340,18835,1
9341,18839,1
9342,18841,0
9343,18842,1
9344,18845,1
9345,18848,1
9346,18849,1
9347,18851,1
9348,18853,0
9349,18855,0
9350,18856,0
9351,18858,0
9352,18859,0
9353,18861,1
9354,18863,0
9355,18865,1
9356,18866,1
9357,18871,0
9358,18874,1
9359,18878,1
9360,18880,0
9361,18881,1
9362,18884,0
9363,18886,1
9364,18887,0
9365,18889,1
9366,18890,0
9367,18891,0
9368,18894,0
9369,18895,0
9370,18896,0
9371,18898,0
9372,18899,0
9373,18901,0
9374,18902,1
9375,18906,1
9376,18910,1
9377,18913,1
9378,18917,1
9379,18918,1
9380,18919,1
9381,18920,0
9382,18925,0
9383,18928,0
9384,18936,0
9385,18939,0
9386,18941,1
9387,18942,0
9388,18943,1
9389,18946,1
9390,18947,1
9391,18948,1
9392,18949,1
9393,18953,1
9394,18954,1
9395,18955,1
9396,18956,1
9397,18958,1
9398,18959,0
9399,18960,1
9400,18964,0
9401,18965,1
9402,18968,0
9403,18969,0
9404,18970,1
9405,18971,0
9406,18977,1
9407,18980,1
9408,18981,0
9409,18983,0
9410,18985,0
9411,18987,0
9412,18990,0
9413,18991,0
9414,18992,1
9415,18994,0
9416,18996,0
9417,18997,0
9418,19001,0
9419,19003,0
9420,19006,0
9421,19007,1
9422,19008,0
9423,19009,1
9424,19010,1
9425,19011,0
9426,19013,1
9427,19014,0
9428,19018,0
9429,19019,1
9430,19022,0
9431,19023,1
9432,19024,0
9433,19025,1
9434,19026,1
9435,19029,1
9436,19030,1
9437,19031,0
9438,19032,1
9439,19035,1
9440,19036,0
9441,19040,1
9442,19041,0
9443,19043,1
9444,19044,1
9445,19046,0
9446,19048,1
9447,19051,0
9448,19052,1
9449,19053,0
9450,19054,1
9451,19055,0
9452,19056,0
9453,19057,1
9454,19058,1
9455,19060,1
9456,19062,0
9457,19063,1
9458,19068,0
9459,19069,0
9460,19071,0
9461,19076,0
9462,19079,1
9463,19083,1
9464,19084,0
9465,19089,0
9466,19090,0
9467,19091,0
9468,19096,0
9469,19097,0
9470,19098,1
9471,19101,1
9472,19102,0
9473,19103,1
9474,19105,1
9475,19106,1
9476,19108,1
9477,19113,1
9478,19115,1
9479,19116,0
9480,19117,0
9481,19118,1
9482,19120,0
9483,19122,1
9484,19123,0
9485,19129,1
9486,19130,0
9487,19131,0
9488,19132,1
9489,19134,0
9490,19137,0
9491,19138,1
9492,19141,0
9493,19142,0
9494,19143,1
9495,19144,1
9496,19145,1
9497,19149,1
9498,19150,1
9499,19151,0
9500,19153,0
9501,19154,0
9502,19156,0
9503,19157,0
9504,19159,1
9505,19161,1
9506,19164,1
9507,19166,0
9508,19168,1
9509,19170,1
9510,19171,0
9511,19177,1
9512,19181,1
9513,19183,1
9514,19184,0
9515,19185,0
9516,19186,1
9517,19188,0
9518,19189,0
9519,19190,1
9520,19193,0
9521,19195,0
9522,19199,1
9523,19203,0
9524,19205,0
9525,19209,1
9526,19210,1
9527,19214,1
9528,19219,1
9529,19221,1
9530,19223,0
9531,19226,1
9532,19227,0
9533,19229,1
9534,19230,1
9535,19233,0
9536,19235,0
9537,19237,0
9538,19240,0
9539,19241,1
9540,19242,1
9541,19243,1
9542,19245,0
9543,19246,1
9544,19247,0
9545,19248,1
9546,19249,1
9547,19255,1
9548,19257,1
9549,19258,0
9550,19259,1
9551,19260,1
9552,19263,1
9553,19266,0
9554,19267,0
9555,19275,0
9556,19276,1
9557,19277,0
9558,19280,0
9559,19283,0
9560,19284,0
9561,19285,0
9562,19286,0
9563,19288,0
9564,19290,1
9565,19291,0
9566,19293,0
9567,19297,1
9568,19298,0
9569,19303,0
9570,19304,1
9571,19306,0
9572,19308,0
9573,19309,0
9574,19310,0
9575,19311,1
9576,19312,1
9577,19313,1
9578,19314,1
9579,19316,1
9580,19318,1
9581,19319,1
9582,19321,1
9583,19323,0
9584,19325,0
9585,19326,0
9586,19327,0
9587,19330,1
9588,19333,1
9589,19334,1
9590,19335,1
9591,19337,1
9592,19339,0
9593,19340,1
9594,19346,1
9595,19347,0
9596,19348,0
9597,19349,0
9598,19350,1
9599,19351,1
9600,19355,1
9601,19357,1
9602,19358,1
9603,19359,1
9604,19360,1
9605,19363,1
9606,19366,1
9607,19367,0
9608,19368,1
9609,19372,0
9610,19373,0
9611,19374,1
9612,19375,1
9613,19377,0
9614,19379,1
9615,19383,0
9616,19384,1
9617,19385,0
9618,19386,1
9619,19388,1
9620,19391,1
9621,19396,1
9622,19399,0
9623,19406,1
9624,19410,0
9625,19412,1
9626,19415,0
9627,19417,0
9628,19418,0
9629,19421,1
9630,19422,0
9631,19423,1
9632,19426,1
9633,19427,0
9634,19428,1
9635,19429,1
9636,19431,0
9637,19432,0
9638,19433,1
9639,19439,0
9640,19440,0
9641,19441,0
9642,19442,1
9643,19443,1
9644,19445,1
9645,19446,1
9646,19447,1
9647,19448,1
9648,19449,0
9649,19451,1
9650,19453,0
9651,19454,0
9652,19455,0
9653,19457,1
9654,19458,1
9655,19459,1
9656,19460,0
9657,19461,0
9658,19462,0
9659,19463,0
9660,19464,1
9661,19465,0
9662,19466,1
9663,19467,1
9664,19468,0
9665,19470,1
9666,19471,0
9667,19472,1
9668,19474,0
9669,19475,0
9670,19477,0
9671,19481,0
9672,19482,1
9673,19485,1
9674,19486,0
9675,19488,1
9676,19490,1
9677,19492,1
9678,19495,0
9679,19499,0
9680,19501,0
9681,19503,1
9682,19506,1
9683,19507,1
9684,19510,0
9685,19511,1
9686,19513,1
9687,19514,1
9688,19518,0
9689,19519,0
9690,19520,1
9691,19521,1
9692,19523,1
9693,19524,0
9694,19525,0
9695,19527,1
9696,19528,0
9697,19530,0
9698,19531,0
9699,19533,0
9700,19534,0
9701,19535,0
9702,19536,0
9703,19537,0
9704,19539,0
9705,19542,1
9706,19546,1
9707,19548,0
9708,19550,1
9709,19551,1
9710,19552,1
9711,19558,1
9712,19564,1
9713,19565,1
9714,19566,0
9715,19568,0
9716,19569,0
9717,19571,1
9718,19572,1
9719,19573,1
9720,19576,1
9721,19578,0
9722,19579,1
9723,19583,1
9724,19584,1
9725,19586,1
9726,19588,1
9727,19589,1
9728,19590,1
9729,19591,0
9730,19592,0
9731,19594,0
9732,19595,0
9733,19596,0
9734,19597,0
9735,19598,0
9736,19599,0
9737,19600,0
9738,19602,1
9739,19606,0
9740,19608,0
9741,19609,0
9742,19610,0
9743,19613,1
9744,19617,0
9745,19619,1
9746,19620,0
9747,19621,0
9748,19624,0
9749,19625,1
9750,19626,0
9751,19632,0
9752,19637,0
9753,19639,0
9754,19640,1
9755,19641,0
9756,19646,1
9757,19647,0
9758,19648,0
9759,19649,0
9760,19650,0
9761,19651,0
9762,19656,0
9763,19657,1
9764,19662,0
9765,19663,0
9766,19665,1
9767,19666,0
9768,19667,0
9769,19668,1
9770,19671,1
9771,19675,0
9772,19676,1
9773,19678,0
9774,19679,1
9775,19681,1
9776,19682,0
9777,19685,1
9778,19687,0
9779,19688,1
9780,19689,1
9781,19691,0
9782,19693,0
9783,19694,1
9784,19696,1
9785,19703,0
9786,19704,0
9787,19707,0
9788,19710,0
9789,19712,0
9790,19718,1
9791,19721,0
9792,19722,1
9793,19723,1
9794,19724,1
9795,19726,1
9796,19728,0
9797,19729,0
9798,19731,1
9799,19734,1
9800,19735,0
9801,19737,0
9802,19741,0
9803,19742,1
9804,19745,0
9805,19748,1
9806,19749,1
9807,19750,0
9808,19751,1
9809,19753,0
9810,19754,0
9811,19755,0
9812,19756,1
9813,19757,1
9814,19761,1
9815,19764,0
9816,19765,0
9817,19768,1
9818,19770,0
9819,19774,0
9820,19777,0
9821,19779,0
9822,19780,0
9823,19781,0
9824,19783,1
9825,19785,0
9826,19787,0
9827,19792,1
9828,19793,1
9829,19794,1
9830,19795,0
9831,19800,1
9832,19802,1
9833,19803,0
9834,19805,0
9835,19806,0
9836,19809,1
9837,19810,1
9838,19811,1
9839,19813,1
9840,19815,0
9841,19816,0
9842,19817,0
9843,19818,1
9844,19821,0
9845,19822,1
9846,19824,0
9847,19825,0
9848,19827,1
9849,19829,0
9850,19830,1
9851,19831,1
9852,19832,1
9853,19836,1
9854,19838,1
9855,19839,1
9856,19841,1
9857,19842,0
9858,19845,1
9859,19847,1
9860,19850,0
9861,19851,1
9862,19852,1
9863,19853,1
9864,19856,0
9865,19857,1
9866,19858,0
9867,19859,1
9868,19860,1
9869,19862,1
9870,19865,1
9871,19869,1
9872,19870,1
9873,19872,0
9874,19873,1
9875,19874,0
9876,19875,0
9877,19876,0
9878,19877,1
9879,19883,0
9880,19884,1
9881,19887,1
9882,19888,0
9883,19889,0
9884,19890,0
9885,19894,1
9886,19895,0
9887,19897,1
9888,19899,0
9889,19901,0
9890,19902,0
9891,19903,0
9892,19906,0
9893,19909,0
9894,19910,1
9895,19913,0
9896,19914,0
9897,19915,0
9898,19918,0
9899,19921,0
9900,19927,1
9901,19931,1
9902,19932,0
9903,19933,0
9904,19934,0
9905,19939,1
9906,19942,1
9907,19943,0
9908,19945,1
9909,19947,1
9910,19950,0
9911,19953,0
9912,19955,0
9913,19956,0
9914,19957,0
9915,19962,1
9916,19963,1
9917,19964,1
9918,19965,0
9919,19966,0
9920,19967,0
9921,19968,1
9922,19969,0
9923,19970,1
9924,19973,0
9925,19976,1
9926,19978,1
9927,19979,1
9928,19982,1
9929,19983,0
9930,19984,1
9931,19987,0
9932,19989,0
9933,19992,1
9934,19997,0
9935,19998,0
9936,20001,0
9937,20002,0
9938,20005,0
9939,20010,1
9940,20012,1
9941,20016,0
9942,20017,1
9943,20018,1
9944,20019,0
9945,20020,0
9946,20021,1
9947,20023,1
9948,20025,1
9949,20026,1
9950,20028,1
9951,20030,1
9952,20033,0
9953,20034,1
9954,20038,0
9955,20042,0
9956,20043,1
9957,20044,0
9958,20048,1
9959,20050,1
9960,20052,1
9961,20053,0
9962,20055,0
9963,20056,1
9964,20057,1
9965,20059,0
9966,20061,0
9967,20063,0
9968,20064,0
9969,20066,1
9970,20067,0
9971,20068,0
9972,20070,0
9973,20071,0
9974,20072,0
9975,20073,1
9976,20076,1
9977,20077,0
9978,20079,0
9979,20080,1
9980,20082,1
9981,20085,1
9982,20086,1
9983,20087,1
9984,20091,0
9985,20092,0
9986,20093,0
9987,20095,0
9988,20096,0
9989,20102,0
9990,20104,1
9991,20106,1
9992,20108,0
9993,20109,0
9994,20111,1
9995,20113,0
9996,20114,1
9997,20115,0
9998,20116,1
9999,20120,1
10000,20121,0
10001,20125,1
10002,20131,0
10003,20132,0
10004,20136,0
10005,20138,0
10006,20145,1
10007,20146,1
10008,20148,1
10009,20149,0
10010,20150,0
10011,20153,0
10012,20154,0
10013,20155,0
10014,20156,1
10015,20158,1
10016,20160,0
10017,20168,1
10018,20172,1
10019,20174,0
10020,20176,1
10021,20179,1
10022,20181,1
10023,20182,1
10024,20186,1
10025,20191,0
10026,20193,0
10027,20197,1
10028,20199,1
10029,20200,1
10030,20201,1
10031,20202,0
10032,20203,0
10033,20204,0
10034,20205,1
10035,20206,0
10036,20208,1
10037,20212,0
10038,20216,1
10039,20217,0
10040,20221,0
10041,20222,1
10042,20223,0
10043,20224,1
10044,20226,0
10045,20228,0
10046,20229,0
10047,20236,1
10048,20238,0
10049,20239,0
10050,20240,1
10051,20243,0
10052,20245,0
10053,20246,1
10054,20247,0
10055,20249,0
10056,20252,1
10057,20254,1
10058,20257,0
10059,20259,0
10060,20267,0
10061,20269,1
10062,20273,0
10063,20276,1
10064,20280,1
10065,20281,1
10066,20282,1
10067,20285,1
10068,20286,1
10069,20287,0
10070,20288,1
10071,20289,0
10072,20292,0
10073,20293,0
10074,20294,1
10075,20295,0
10076,20296,0
10077,20298,1
10078,20299,0
10079,20300,1
10080,20301,0
10081,20303,1
10082,20305,1
10083,20307,0
10084,20311,1
10085,20313,1
10086,20314,0
10087,20317,1
10088,20318,1
10089,20321,0
10090,20322,1
10091,20324,1
10092,20326,0
10093,20327,0
10094,20330,1
10095,20331,0
10096,20332,1
10097,20334,1
10098,20336,1
10099,20338,1
10100,20339,1
10101,20340,1
10102,20342,0
10103,20343,0
10104,20346,1
10105,20347,0
10106,20348,1
