ЧЛВК_ИД,Тип_воина,Предводитель_ИД,Здоровье,Броня,Оружие
72772,MasterGenie,50241,5,46,38
72776,IronGolem,35522,11,89,93
72779,HellHound,29704,55,87,53
72786,LizardWarrior,10676,4,8,59
72806,FireElemental,96046,32,47,15
72812,RustDragon,39398,39,5,26
72836,ChaosHydra,12300,83,30,54
72856,EvilEye,57139,12,20,100
72861,Roc,23454,2,98,20
72869,Medusa,92324,83,88,28
72888,MasterGremlin,33208,62,59,72
72905,Monk,71132,16,56,65
72916,Titan,70830,74,38,85
72919,Lizardman,20718,5,55,40
72925,Lizardman,14991,69,71,92
72927,DendroidGuard,53205,39,94,94
72935,Dwarf,58688,42,83,94
72951,BlackKnight,8615,14,1,79
72975,Pegasus,9910,60,12,40
72993,Lizardman,42489,99,84,13
72994,Firebird,77920,16,26,17
72995,Manticore,44508,35,25,7
72998,HellHound,55212,73,76,5
73009,SilverPegasus,33994,75,78,90
73020,CentaurCaptain,52991,69,48,16
73039,Lizardman,55258,55,39,33
73041,Cyclops,78448,97,57,64
73065,Roc,48349,55,19,38
73078,RoyalGriffin,91726,81,25,45
73094,Sprite,49453,49,67,83
73114,MinotaurKing,9344,77,47,11
73126,Gnoll,58930,62,15,80
73127,Thunderbird,90069,36,100,39
73135,Minotaur,40045,67,42,22
73139,Dwarf,12555,86,2,93
73148,DendroidGuard,53545,16,70,17
73157,Giant,38760,42,16,51
73180,GreenDragon,43558,59,43,8
73188,WyvernMonarch,13618,7,48,29
73211,Zombie,49573,53,83,92
73228,CrystalDragon,29574,36,12,38
73229,ChaosHydra,79819,38,14,63
73241,Thunderbird,66285,14,36,14
73256,Magog,923,75,2,93
73262,PitFiend,37436,22,45,90
73268,MasterGremlin,75813,87,69,60
73276,DendroidSoldier,10598,89,2,68
73283,Familiar,76403,12,3,92
73291,HarpyHag,86709,24,53,79
73307,Pegasus,13043,9,34,33
73316,StormElemental,362,62,45,27
73318,Zealot,69005,32,79,50
73330,Demon,30779,99,63,35
73336,FireElemental,32867,96,65,2
73337,Peasant,39128,61,48,63
73356,BlackKnight,64017,9,38,5
73363,MagmaElemental,27409,52,64,19
73364,HellHound,9451,67,5,31
73378,Wight,64807,96,58,18
73385,ObsidianGargoyle,32030,73,81,91
73387,Marksman,95266,1,79,67
73409,Harpy,97399,71,15,62
73416,Champion,19279,11,4,21
73421,HornedDemon,84394,16,62,77
73523,Monk,95444,3,11,59
73525,Behemoth,30359,27,59,87
73528,Archangel,24540,16,81,45
73529,Goblin,91216,79,65,26
73550,Demon,90468,48,93,39
73553,BoneDragon,53131,21,24,23
73591,Pegasus,75205,20,42,44
73594,GhostDragon,50535,25,59,37
73603,Halberdier,59015,84,100,47
73606,Scorpicore,12031,99,12,62
73614,AncientBehemoth,84389,84,35,76
73621,Skeleton,78447,75,81,5
73624,Basilisk,58878,82,62,54
73656,Gog,32332,95,28,53
73657,Archangel,6113,51,39,89
73676,Hobgoblin,99455,2,79,17
73677,Thunderbird,66221,56,22,95
73681,MagmaElemental,97355,54,29,7
73700,GhostDragon,7624,63,56,9
73706,Swordsman,8013,93,35,52
73726,Beholder,131,95,21,86
73733,Halberdier,4444,72,69,50
73739,RustDragon,895,85,39,53
73747,Wyvern,49997,21,28,12
73760,Vampire,98754,54,34,96
73784,Manticore,15542,46,83,14
73799,StoneGolem,69714,9,16,81
73806,WoodElf,80389,27,12,43
73810,RoyalGriffin,5623,57,70,62
73815,DendroidGuard,57018,84,75,36
73823,GreaterBasilisk,46273,46,50,94
73847,IceElemental,23491,41,57,12
73852,Halberdier,52579,66,79,89
73857,Wyvern,29142,95,3,95
73859,Marksman,16002,59,32,2
73863,WyvernMonarch,45010,18,49,22
73912,Sharpshooter,10798,53,30,100
73967,Lizardman,11870,71,100,52
73988,AncientBehemoth,38297,8,92,57
73995,Goblin,4068,90,34,8
74032,HarpyHag,8136,96,2,55
74041,WaterElemental,9258,94,80,30
74069,GoldDragon,30026,49,48,77
74107,Troll,65873,58,21,2
74109,Pegasus,23491,25,39,50
74124,Titan,8373,91,11,49
74139,Mage,57334,60,88,71
74140,StormElemental,75259,36,97,67
74145,Mummy,83119,11,91,26
74158,WolfRaider,97602,39,32,31
74163,GoldGolem,84050,32,5,48
74169,Minotaur,50504,22,50,17
74180,GoldGolem,37124,6,69,1
74197,Naga,66583,29,63,1
74198,Boar,31834,35,35,30
74212,Roc,44607,56,2,77
74219,Genie,44356,89,40,21
74229,AncientBehemoth,52832,64,42,32
74232,Troll,60523,79,87,91
74233,Troglodyte,15259,77,87,52
74236,Phoenix,65716,88,61,63
74243,Unicorn,66923,27,17,91
74272,EvilEye,922,11,22,96
74293,MagmaElemental,71329,33,29,53
74297,Enchanter,21482,43,54,15
74320,Lizardman,24993,66,10,6
74323,IceElemental,38251,11,16,70
74328,Archangel,48764,40,73,95
74334,Imp,45304,59,28,11
74343,Magog,18751,27,12,36
74401,AncientBehemoth,88532,18,24,50
74446,Nomad,39299,95,13,24
74450,FireElemental,27664,99,70,65
74480,Unicorn,84389,43,100,45
74498,Rogue,1614,81,12,19
74519,Magog,48863,27,1,22
74522,Goblin,53916,51,6,20
74528,BlackDragon,68028,38,85,20
74529,Familiar,15205,91,98,66
74541,FaerieDragon,86236,21,97,10
74587,Vampire,92761,86,50,12
74593,Peasant,55067,93,54,71
74609,WyvernMonarch,66776,39,14,25
74611,GoldDragon,53475,75,15,30
74623,SerpentFly,69956,60,62,77
74627,SerpentFly,17331,86,48,32
74645,MightyGorgon,27207,79,8,72
74675,Enchanter,14459,57,95,95
74690,AncientBehemoth,41022,77,59,47
74697,Troglodyte,57346,20,99,63
74698,AncientBehemoth,29489,8,34,30
74702,Thunderbird,79019,33,34,92
74724,Gnoll,5667,43,9,16
74736,Rogue,76905,50,54,3
74740,IceElemental,74037,35,71,22
74750,OgreMage,25560,47,29,39
74759,Basilisk,24639,25,95,98
74771,Titan,64807,97,91,43
74775,Gremlin,95695,87,58,12
74780,RedDragon,20951,27,37,87
74783,AncientBehemoth,73297,89,52,46
74792,InfernalTroglodyte,45710,42,76,18
74795,AzureDragon,54365,18,24,23
74804,MasterGenie,18871,26,1,15
74806,RedDragon,65275,83,7,22
74807,StoneGargoyle,25573,4,57,62
74818,AncientBehemoth,36694,75,24,90
74823,Cyclops,54198,76,46,31
74839,VampireLord,34526,85,53,83
74840,Skeleton,79233,87,98,75
74841,ArchMage,71950,87,69,47
74844,MagicElemental,2920,91,30,4
74848,Vampire,28775,98,5,85
74851,BattleDwarf,26062,9,56,76
74871,WalkingDead,71466,21,73,88
74874,Halfling,92102,55,46,10
74879,GhostDragon,10777,35,39,23
74882,Roc,45200,32,87,64
74884,Wight,35729,13,72,20
74932,Devil,37461,32,72,81
74943,Imp,82118,94,39,95
74945,EvilEye,20857,23,97,73
74948,SkeletonWarrior,17849,100,2,44
74954,RoyalGriffin,83206,81,11,51
74978,Lizardman,55394,17,20,76
74985,DragonFly,48601,12,85,22
74992,Orc,9173,69,58,40
74993,Zombie,89861,98,63,3
74998,GrandElf,8879,57,89,64
75010,Halberdier,18393,79,94,83
75043,GreenDragon,26276,52,52,47
75053,ArchMage,71587,89,47,40
75066,GrandElf,29858,36,61,76
75068,WolfRaider,86566,73,36,43
75076,Vampire,48863,83,19,80
75081,Centaur,45304,10,86,63
75083,Wight,94834,23,99,51
75106,CrystalDragon,58341,68,91,92
75120,Ogre,61658,7,92,98
75125,Scorpicore,66845,5,18,56
75153,Devil,7493,55,49,53
75177,HarpyHag,7970,75,47,83
75186,OgreMage,68669,81,30,31
75197,Mummy,43961,17,85,83
75204,Unicorn,83419,33,38,99
75214,Boar,21054,15,100,71
75223,WoodElf,57766,43,52,1
75244,SilverPegasus,62342,48,53,18
75246,Zealot,24541,69,56,15
75247,CrystalDragon,78957,24,5,48
75263,CrystalDragon,59475,13,39,37
75270,SkeletonWarrior,7608,40,90,15
75277,Minotaur,95978,95,80,26
75295,LizardWarrior,9001,55,73,56
75327,Troglodyte,53636,22,1,13
75340,Troll,58904,8,46,33
75350,OgreMage,99265,96,35,39
75358,WolfRaider,48376,32,11,44
75362,Lich,96862,31,43,30
75367,MinotaurKing,22593,53,26,49
75382,MasterGenie,39854,86,37,10
75397,ArchMage,25107,13,35,72
75411,Goblin,25547,22,79,20
75431,Cavalier,72271,1,66,8
75445,RedDragon,37989,64,70,71
75446,StoneGargoyle,33432,52,80,93
75474,DreadKnight,41185,89,80,64
75480,CrystalDragon,60989,86,5,6
75483,Halberdier,12326,33,88,49
75485,ChaosHydra,96051,83,96,59
75489,WarUnicorn,81628,39,76,62
75491,EvilEye,84839,84,39,7
75506,GreenDragon,11856,48,54,93
75517,Gog,80685,60,34,55
75520,MagmaElemental,98047,47,77,35
75542,Gnoll,84050,25,47,73
75550,OgreMage,19103,38,59,18
75566,HellHound,2468,30,91,47
75568,Cavalier,61975,50,37,42
75574,FireElemental,29896,74,3,10
75576,MinotaurKing,1726,51,23,59
75584,InfernalTroglodyte,51516,5,87,79
75594,Titan,62732,62,5,80
75601,Nomad,96046,92,21,64
75609,Imp,24540,61,64,15
75621,WarUnicorn,6188,100,51,9
75625,MedusaQueen,97199,1,99,39
75626,RedDragon,11478,8,73,47
75649,ArchDevil,39595,10,88,53
75650,WaterElemental,7034,3,97,14
75658,HellHound,98506,96,52,29
75659,EvilEye,28284,36,9,43
75667,Archer,77813,49,89,23
75671,Centaur,47098,87,37,69
75674,GnollMarauder,44801,20,97,86
75682,HornedDemon,2785,62,93,59
75714,GreaterBasilisk,55005,97,79,25
75717,Firebird,36425,74,13,42
75755,Gog,84902,79,25,43
75760,Roc,32851,97,36,62
75763,DreadKnight,47312,15,85,10
75770,Zombie,34615,99,46,14
75777,Giant,28010,51,47,62
75800,GhostDragon,44637,23,67,62
75807,InfernalTroglodyte,78056,76,58,17
75856,FaerieDragon,15820,54,6,34
75868,Scorpicore,45294,13,69,83
75875,StoneGargoyle,36300,69,63,38
75880,Titan,65597,71,72,63
75898,CrystalDragon,3807,75,58,63
75901,PsychicElemental,61589,69,54,22
75911,Dwarf,77100,96,80,5
75921,Angel,46404,78,4,61
75933,Troglodyte,58139,34,60,38
75947,Archer,91424,1,96,100
75961,WarUnicorn,27128,59,1,75
75976,StoneGargoyle,51102,44,16,41
75985,WaterElemental,57853,59,84,96
75989,MinotaurKing,75259,44,71,97
76015,MedusaQueen,24704,74,55,94
76020,InfernalTroglodyte,75473,25,77,43
76022,Swordsman,47694,38,81,96
76047,Cerberus,35785,72,24,46
76052,Naga,27667,61,23,50
76055,Archer,32754,55,67,29
76083,Swordsman,19072,13,63,65
76088,BlackDragon,56725,56,15,7
76090,Boar,96419,36,10,22
76107,Hydra,30834,12,27,69
76108,StoneGargoyle,84471,52,97,60
76142,Orc,77898,84,76,40
76152,CyclopsKing,68523,21,99,40
76155,WyvernMonarch,64807,80,65,96
76166,EvilEye,27077,40,31,22
76179,Archangel,64684,59,17,89
76181,Devil,74273,1,68,85
76183,Cyclops,9001,41,34,77
76187,Mage,85934,82,18,58
76200,Magog,89080,75,29,29
76216,CyclopsKing,34048,38,78,84
76219,RoyalGriffin,80476,97,100,82
76226,Ogre,78864,32,48,83
76234,BlackKnight,46243,92,73,92
76236,MagmaElemental,58461,41,9,34
76243,Giant,40924,34,75,83
76267,PitLord,38814,3,53,53
76289,AirElemental,75813,99,4,1
76298,Nomad,44484,49,60,37
76312,MinotaurKing,76323,100,48,42
76320,DragonFly,97092,33,66,54
76347,Pixie,78392,33,41,43
76353,GoldGolem,70830,10,27,17
76363,InfernalTroglodyte,57673,4,18,95
76379,MagicElemental,59475,98,92,28
76380,Peasant,90766,52,88,86
76388,Sharpshooter,97602,39,67,20
76389,Lich,31495,21,1,9
76416,Crusader,93001,64,67,43
76425,Harpy,92235,84,58,97
76428,BattleDwarf,51821,18,93,63
76430,Troll,3116,7,93,11
76434,Gorgon,11112,4,3,92
76446,OgreMage,47360,26,87,27
76448,PowerLich,71633,43,64,9
76459,Unicorn,17410,31,86,57
76472,CyclopsKing,10760,13,61,51
76477,Monk,65281,60,61,81
76479,Enchanter,57721,97,28,74
76485,Demon,55141,100,55,92
76494,Archangel,12031,73,73,54
76505,Efreet,28759,78,70,56
76506,NagaQueen,9149,36,98,34
76513,Imp,88711,6,30,20
76534,StoneGolem,64871,1,6,72
76548,Halfling,13822,63,73,82
76556,HarpyHag,66526,91,87,36
76576,Cyclops,4030,16,63,13
76580,Peasant,3025,7,76,79
76585,MightyGorgon,37636,91,88,52
76602,RustDragon,81646,46,83,99
76603,GreenDragon,67659,13,53,28
76608,Gremlin,922,64,37,67
76615,PitLord,73970,74,71,82
76631,MasterGremlin,86762,24,40,68
76647,Troglodyte,42577,45,70,44
76663,Naga,37552,11,48,54
76692,Cavalier,42604,21,44,55
76697,MightyGorgon,75259,100,79,78
76719,Roc,93497,74,93,19
76721,WaterElemental,87139,94,38,62
76765,Dwarf,28314,3,67,56
76767,FaerieDragon,90110,29,65,65
76768,HornedDemon,45781,91,85,11
76773,Archer,81076,3,60,94
76784,HarpyHag,3407,10,54,7
76788,WolfRaider,4836,25,84,27
76805,Scorpicore,1294,44,66,49
76807,Marksman,46013,22,39,88
76810,FireElemental,50767,83,42,6
76825,Rogue,73970,92,85,31
76835,Wight,38960,16,32,87
76837,PowerLich,3305,49,63,98
76843,Manticore,12510,34,22,51
76855,Orc,9260,55,18,78
76862,CyclopsKing,31367,20,82,71
76864,GoldGolem,96674,29,9,89
76874,Rogue,55920,6,70,48
76886,Titan,15761,79,37,40
76895,Archer,39458,74,68,20
76906,GoldGolem,36446,82,21,20
76908,Troglodyte,36719,51,87,68
76917,Skeleton,92363,25,48,76
76920,StoneGolem,76240,67,14,16
76925,Harpy,32332,62,76,15
76929,Unicorn,4598,1,11,80
76931,CrystalDragon,47472,55,41,62
76933,StoneGargoyle,93971,80,100,27
76934,EarthElemental,38117,47,21,31
76941,Peasant,47953,99,1,15
76960,InfernalTroglodyte,41238,22,67,73
76977,MasterGenie,56361,9,9,82
76978,Zealot,45267,27,34,39
76984,Magog,71413,70,75,61
76985,RedDragon,8634,69,100,20
76997,Dwarf,67772,96,72,5
77016,CyclopsKing,58447,24,52,66
77019,StormElemental,37579,36,36,17
77020,Marksman,29724,49,28,52
77030,Mage,33270,24,71,88
77033,RustDragon,98645,63,37,80
77034,Orc,89714,83,62,15
77068,WarUnicorn,57048,71,73,78
77072,Scorpicore,13237,71,49,17
77073,Giant,32794,21,56,56
77083,Mummy,88532,77,97,88
77084,Enchanter,93829,52,41,37
77091,BlackDragon,40209,7,53,87
77101,GreenDragon,89651,34,66,89
77107,ArchMage,78473,37,51,51
77110,Demon,89737,76,98,54
77124,GoldDragon,45781,22,96,88
77125,WolfRider,9836,39,15,99
77137,ArchMage,79832,59,44,45
77143,SilverPegasus,94834,6,83,79
77187,Cavalier,78567,12,86,18
77194,Sprite,44101,71,78,99
77206,StoneGolem,59832,28,69,78
77216,ObsidianGargoyle,68235,69,60,74
77217,Zealot,93310,9,72,71
77222,Thunderbird,2929,65,11,10
77249,Boar,47785,88,76,8
77268,BlackKnight,43892,96,48,94
77282,Firebird,28732,78,31,33
77283,GoldDragon,35922,4,80,37
77316,BlackKnight,82312,33,55,36
77319,BoneDragon,28000,68,13,67
77322,Lizardman,79843,43,37,1
77337,MagmaElemental,11870,5,45,76
77350,Rogue,7328,74,6,7
77354,EfreetSultan,86466,7,30,63
77356,IceElemental,98722,50,2,2
77363,Cerberus,46751,37,79,93
77381,Archer,86141,93,70,25
77402,Gnoll,63535,23,74,50
77430,MasterGremlin,81081,27,57,15
77440,BlackKnight,55629,66,88,40
77442,Pegasus,67203,36,100,79
77448,Troll,18073,62,83,90
77460,DreadKnight,74295,90,77,80
77466,EarthElemental,69443,26,53,93
77479,Mage,35047,53,45,75
77502,GreaterBasilisk,53390,49,23,62
77511,WolfRaider,83894,66,30,98
77519,MagicElemental,12139,20,14,16
77521,Medusa,167,21,89,36
77530,Wyvern,82118,29,62,23
77534,Genie,23721,67,69,73
77541,Gnoll,77651,11,66,98
77542,Lizardman,5921,83,55,4
77543,ArchDevil,24704,21,41,25
77549,Familiar,84902,10,61,96
77553,BoneDragon,91767,95,59,68
77557,Lich,28000,41,83,95
77574,MagicElemental,12031,4,100,60
77576,Centaur,76198,16,13,92
77577,Unicorn,42833,42,9,78
77587,BlackKnight,49131,100,55,86
77592,StormElemental,49105,99,21,54
77605,HellHound,68365,91,52,99
77617,WolfRaider,32086,88,17,68
77622,SilverPegasus,22135,47,64,31
77625,MedusaQueen,39143,95,61,1
77643,DiamondGolem,98754,81,95,60
77650,DiamondGolem,79831,31,77,40
77664,WolfRider,7893,26,48,18
77681,Manticore,91101,80,35,73
77682,Angel,27707,28,23,34
77687,MasterGremlin,85254,63,84,4
77698,DreadKnight,62342,63,65,41
77702,Swordsman,39873,44,89,78
77704,Sharpshooter,30564,83,43,20
77739,Rogue,67824,57,25,73
77747,WoodElf,77491,43,7,39
77763,PsychicElemental,7616,46,90,95
77764,CentaurCaptain,44888,84,14,28
77771,Mage,86466,4,91,16
77781,Efreet,29858,7,96,46
77795,OgreMage,85630,50,4,98
77798,Demon,2436,72,30,86
77804,Dwarf,1239,19,62,34
77805,WaterElemental,25570,39,31,24
77808,Troll,91086,28,46,91
77811,MightyGorgon,4000,45,53,13
77812,Giant,47545,36,68,37
77821,Troglodyte,22975,16,24,7
77844,NagaQueen,83812,76,7,73
77849,Troglodyte,60826,24,36,74
77866,CyclopsKing,54203,51,76,52
77870,OgreMage,69668,43,61,23
77884,Scorpicore,34584,30,66,22
77918,Archer,61554,13,47,87
77921,WalkingDead,4809,85,4,69
77922,Genie,26237,94,60,27
77925,Roc,60697,6,74,25
77963,Archangel,81936,49,45,90
77966,Troll,74892,67,33,52
77987,Centaur,50687,84,41,56
77988,Thunderbird,72873,90,73,72
77998,BlackDragon,33053,68,88,24
77999,StoneGargoyle,41858,46,27,67
78020,Zealot,43838,84,65,81
78022,Troglodyte,79907,97,87,82
78033,Ogre,18844,11,2,2
78051,Medusa,91643,78,35,11
78059,Halfling,25030,67,34,1
78070,AirElemental,22648,56,44,96
78072,MinotaurKing,17621,37,71,80
78075,Cavalier,35453,54,48,96
78099,ArchMage,65654,44,83,61
78104,Centaur,288,73,33,33
78112,CentaurCaptain,90110,90,59,31
78138,StormElemental,86583,76,53,2
78141,BlackDragon,27877,68,36,76
78147,Sharpshooter,60298,52,7,81
78154,Phoenix,93524,63,39,56
78155,DragonFly,67724,12,26,57
78165,StoneGargoyle,89456,67,47,60
78191,HellHound,50968,41,2,75
78200,StormElemental,26303,97,30,76
78202,MagmaElemental,98989,67,48,91
78210,WalkingDead,13927,89,62,75
78226,Pikeman,71287,7,82,65
78246,GhostDragon,31825,94,83,81
78250,WyvernMonarch,99609,37,71,98
78265,FireElemental,91286,100,2,10
78267,FaerieDragon,65467,72,23,86
78294,Zombie,44926,41,72,70
78296,Giant,21120,5,94,40
78310,StoneGolem,68335,4,46,60
78326,ChaosHydra,59498,98,77,80
78357,WyvernMonarch,93137,97,19,18
78394,CrystalDragon,48863,79,5,68
78398,Mage,68365,19,48,3
78410,RoyalGriffin,11107,3,31,20
78428,RoyalGriffin,72572,87,35,24
78438,BattleDwarf,19163,39,90,6
78441,ChaosHydra,86185,81,58,44
78450,MasterGenie,92511,4,30,83
78466,Minotaur,56066,82,18,8
78470,Hobgoblin,33604,98,35,72
78472,Manticore,41558,46,19,28
78474,DragonFly,41022,40,79,38
78516,Marksman,67368,54,39,3
78529,Beholder,52223,37,45,94
78533,Phoenix,48207,37,8,78
78535,Harpy,32108,72,49,85
78554,OgreMage,18757,29,14,2
78568,Marksman,57580,29,81,86
78576,Behemoth,92710,13,25,61
78581,WolfRaider,66250,51,90,57
78589,StormElemental,90278,82,98,65
78595,BattleDwarf,38281,63,15,58
78615,Wyvern,78504,56,18,62
78620,Hobgoblin,32867,64,67,17
78632,Orc,85321,35,28,1
78638,Monk,22565,1,86,84
78667,Gog,74608,42,9,67
78678,SilverPegasus,1008,50,26,19
78686,Sharpshooter,73880,82,21,7
78704,Naga,56089,72,41,51
78727,DreadKnight,24760,29,73,6
78738,SkeletonWarrior,47083,15,59,96
78748,DreadKnight,61283,77,13,67
78757,Gremlin,73566,79,16,78
78760,Enchanter,43838,35,22,51
78761,CentaurCaptain,22354,30,29,41
78775,SilverPegasus,91304,39,33,81
78801,EfreetSultan,9503,76,1,19
78804,Swordsman,89764,93,30,74
78808,CentaurCaptain,80740,89,3,56
78814,Familiar,83434,41,95,31
78815,Goblin,39994,83,25,1
78874,MinotaurKing,86794,63,19,56
78910,DragonFly,65683,21,30,21
78928,Beholder,56373,56,90,58
78939,Nomad,52479,10,36,62
78947,DragonFly,83532,40,62,23
78956,OrcChieftain,92636,93,87,31
78969,Rogue,71650,15,21,32
78970,Vampire,82354,66,43,4
78973,InfernalTroglodyte,79832,25,5,69
78978,AzureDragon,21081,63,80,40
78984,DiamondGolem,3083,67,12,55
78994,EfreetSultan,3202,10,33,99
79004,DreadKnight,11728,72,21,16
79005,Phoenix,34913,11,35,17
79039,Giant,27978,30,19,26
79043,CyclopsKing,34769,52,71,41
79057,Basilisk,94900,88,34,1
79064,NagaQueen,13290,70,96,95
79075,Gorgon,50917,69,83,34
79077,MagmaElemental,46493,43,78,48
79079,StoneGargoyle,20925,10,5,19
79122,Lizardman,60388,88,80,50
79139,Hobgoblin,2364,40,31,45
79148,GoldDragon,58904,94,40,5
79156,WoodElf,21015,29,15,4
79167,GhostDragon,48094,22,79,68
79177,Beholder,23392,50,47,30
79179,WoodElf,9799,39,40,20
79188,Boar,32456,78,79,25
79189,Basilisk,56746,98,51,21
79249,Griffin,76205,35,55,30
79250,Cyclops,84646,76,35,56
79261,RedDragon,39299,19,98,53
79270,HellHound,42090,61,65,97
79281,Giant,2617,10,90,84
79285,BoneDragon,3807,49,2,87
79299,Archangel,66285,29,99,93
79341,DragonFly,69005,32,94,45
79352,Cerberus,18356,95,55,65
79385,RedDragon,14433,77,47,71
79386,Behemoth,41306,14,82,70
79402,PowerLich,38085,33,61,36
79416,EarthElemental,76865,76,71,71
79449,Troglodyte,57407,17,66,92
79451,WolfRaider,6513,82,48,19
79465,Troglodyte,11132,31,81,73
79478,MinotaurKing,6115,40,40,29
79479,Genie,44914,99,9,40
79487,Troll,67903,74,65,32
79534,StoneGolem,50762,35,35,84
79537,Wyvern,68049,55,9,5
79540,EnergyElemental,83423,61,30,3
79544,Cyclops,16858,68,90,19
79546,LizardWarrior,7016,88,88,74
79576,ObsidianGargoyle,74181,50,40,53
79591,Swordsman,47826,56,49,10
79602,Genie,45226,2,96,74
79617,Demon,22713,88,99,20
79621,Peasant,97456,78,84,56
79627,Halfling,46407,85,7,88
79643,CentaurCaptain,40165,27,62,74
79644,BlackKnight,80527,29,32,7
79659,Mummy,38712,2,21,87
79660,IceElemental,73781,78,22,37
79662,DendroidSoldier,67824,1,56,10
79665,GoldGolem,41961,45,65,40
79674,GnollMarauder,18818,74,73,76
79693,Roc,59080,21,39,80
79706,WarUnicorn,9173,16,65,66
79712,GreenDragon,86274,79,62,91
79714,Beholder,80052,60,32,61
79715,Angel,78715,69,67,16
79717,Orc,83485,37,39,84
79726,SkeletonWarrior,69348,88,66,91
79735,HarpyHag,21541,11,22,29
79749,Gog,73556,95,72,53
79752,OrcChieftain,71110,74,53,66
79758,EnergyElemental,21268,57,57,31
79764,Mage,48573,5,71,23
79767,Lizardman,53137,42,68,84
79768,GnollMarauder,9733,69,78,28
79776,Wight,85040,21,83,71
79780,GrandElf,76262,30,55,98
79782,AncientBehemoth,14055,30,23,52
79783,PitFiend,1156,31,49,18
79800,HornedDemon,2724,23,83,17
79806,EnergyElemental,17093,78,32,23
79816,Sharpshooter,27207,9,45,3
79825,Gorgon,53955,85,90,26
79830,VampireLord,58086,89,65,7
79835,AirElemental,50939,13,75,45
79844,Thunderbird,65753,46,10,74
79849,Mage,56563,4,60,96
79867,Phoenix,53847,58,94,39
79890,MagmaElemental,97456,20,53,34
79899,Enchanter,34367,27,80,24
79901,InfernalTroglodyte,8984,74,49,85
79915,ArchMage,27409,58,58,1
79933,LizardWarrior,48313,91,16,10
79935,Rogue,85695,26,9,78
79978,Troglodyte,50372,74,58,38
79980,StoneGargoyle,82788,30,37,39
79989,WoodElf,39608,57,82,60
79991,GnollMarauder,83135,44,83,79
79995,DreadKnight,45426,1,37,76
80002,WyvernMonarch,93441,5,15,49
80024,Hobgoblin,75069,36,72,59
80026,RoyalGriffin,39556,37,28,70
80031,PitLord,21676,29,33,23
80066,MagicElemental,42577,93,22,97
80071,IronGolem,30476,75,44,57
80072,MagicElemental,34705,79,48,18
80074,ObsidianGargoyle,69634,34,51,69
80077,PsychicElemental,57917,78,27,30
80089,Rogue,45047,70,24,96
80104,RoyalGriffin,66886,73,17,73
80105,Sharpshooter,3328,66,30,44
80106,Enchanter,39608,83,61,35
80111,IronGolem,31411,34,2,19
80122,Cavalier,24540,27,23,20
80144,FaerieDragon,6913,87,81,35
80191,GnollMarauder,8827,9,25,36
80201,Gorgon,49399,100,66,16
80218,Goblin,20103,86,70,10
80231,Zealot,14304,74,25,23
80236,GreenDragon,45473,5,91,84
80241,Lich,32453,85,71,100
80274,Naga,43626,100,24,61
80295,Lizardman,78736,52,35,28
80311,ArchDevil,89616,70,57,93
80325,Lizardman,31698,4,90,79
80332,ObsidianGargoyle,82145,54,34,95
80333,Angel,14252,99,32,27
80335,EvilEye,3877,78,75,40
80350,MasterGenie,72724,31,3,48
80366,Boar,60826,69,40,69
80375,MinotaurKing,33529,85,79,20
80386,WaterElemental,19370,65,31,90
80404,MasterGenie,74577,88,81,66
80410,MasterGremlin,8867,81,84,68
80420,Wyvern,5921,57,29,99
80430,EnergyElemental,11550,22,39,11
80435,Pixie,25321,31,73,6
80440,NagaQueen,37754,10,83,58
80449,DiamondGolem,80884,82,2,66
80458,Harpy,69697,43,74,11
80464,Mage,21321,15,48,34
80487,Lich,24006,74,60,70
80494,Lich,27616,9,98,42
80514,Crusader,54153,23,26,58
80521,MasterGremlin,53123,65,93,17
80532,AncientBehemoth,35499,91,37,51
80564,WolfRider,58391,38,32,56
80578,Gnoll,22681,34,93,31
80601,Firebird,63664,83,36,64
80621,Archer,7694,59,4,26
80637,PsychicElemental,88659,33,29,92
80638,EvilEye,15089,64,34,94
80651,RustDragon,61365,11,58,95
80659,Crusader,91511,98,81,7
80662,Familiar,42119,97,83,13
80669,Lizardman,27207,90,9,45
80674,CrystalDragon,76800,14,44,36
80694,AirElemental,65275,54,27,69
80714,Mummy,86820,55,78,1
80750,RustDragon,8053,77,22,21
80753,LizardWarrior,58646,76,25,74
80757,Firebird,12037,50,81,39
80772,Orc,12002,9,9,20
80775,DiamondGolem,79815,89,57,42
80783,AirElemental,73850,29,39,30
80826,DragonFly,52259,23,20,39
80836,RustDragon,28496,29,30,20
80842,Phoenix,33028,82,4,10
80848,AzureDragon,53067,10,49,52
80869,Skeleton,8827,35,45,44
80882,Crusader,74037,39,91,97
80928,Halfling,17093,96,64,35
80941,Pegasus,52657,93,25,54
80965,Phoenix,12656,73,52,4
80971,GoldGolem,51850,29,36,82
80977,NagaQueen,39671,49,93,85
80988,Troll,63947,17,80,25
81035,CyclopsKing,22770,51,3,55
81047,MagmaElemental,79117,18,47,36
81062,Enchanter,57941,62,75,13
81084,ObsidianGargoyle,15606,98,27,38
81109,Medusa,16501,22,72,3
81114,Enchanter,76407,20,3,56
81159,DendroidSoldier,75859,53,22,73
81163,MagmaElemental,80538,99,86,69
81169,Dwarf,17284,31,13,42
81170,HornedDemon,79898,17,79,97
81179,ObsidianGargoyle,28132,5,33,78
81196,Boar,3997,44,42,39
